Place_Name,Address,City,Rating,Total_Rati,Latitude,Longitude,Type,Descriptio
Twin Mounds,"R45X+W6, Brookville",Brookville,5.0,1,38.8098712,-97.8519902,"point_of_interest, establishment",
Site of First Free Ferry on Smoky Hill River Marker,"115-101 S 4th St, Salina",Salina,5.0,1,38.8404167,-97.6069887,"point_of_interest, establishment","When I was growing up in Salina I never knew the importance of Iron Street for the old bridge that used to be there. Since Salina was founded primarily around Iron Ave & Santa Fe, more precisely (Iron Ave & 5th St), which on the SW corner where Carol Lee"
The Flag Our Fathers Saved,"R9MW+MW, Salina",Salina,3.0,1,38.8341622,-97.6026792,"point_of_interest, establishment",Thought  this  deserved a  photograph  to  prove it  actually  exists. Easy  to  miss  historical  monument.
Santa Fe Trail Marker,"22nd Ave, Galva",Galva,4.8,4,38.3497623,-97.5193763,"point_of_interest, establishment",Stop and read the history of the area and the people who came before us.
Chimney Sweep,"US-81, McPherson",McPherson,5.0,5,38.3116435,-97.6142778,"point_of_interest, establishment",He definitely stands out by himself!
Ye Old Mill,Hutchinson,Hutchinson,4.6,12,38.0765718,-97.9271651,"tourist_attraction, point_of_interest, establishment",A fun unique experience...just give it a go.
Hans Hanson House,"211 5th St, Marquette",Marquette,5.0,1,38.5567074,-97.8318844,"point_of_interest, establishment",
Strand Plaza,"118 S Santa Fe Ave, Salina",Salina,5.0,1,38.8396677,-97.6092805,"point_of_interest, establishment","Nice little area in downtown to rest, relax. Great mural located here on the walls of the surrounding buildings."
Hoglund Dugout,Lindsborg,Lindsborg,4.0,28,38.5757608,-97.7025198,"point_of_interest, establishment","Yes, this is difficult to find. But not impossible. This is an incredible moment in history captured. I was awestruck."
Reno County Museum,"100 S Walnut St, Hutchinson",Hutchinson,4.6,134,38.050614,-97.929828,"museum, point_of_interest, establishment",We make this an annual tradition to come check out this museum while we?ÇÖre here. Always has some good exhibits.
Frank J. and Harvey J. Ablah House,"102 N Pinecrest St, Wichita",Wichita,5.0,3,37.6866813,-97.2756285,"point_of_interest, establishment",Good location in downtown area. Fun decor in a historic house. This Airbnb is a a great value.
Wichita-Sedgwick County Historical Museum,"204 S Main St, Wichita",Wichita,4.7,241,37.6847302,-97.3378698,"museum, tourist_attraction, park, art_gallery, store, point_of_interest, establishment","Well- worth one's time!  This gem of a local museum dedicated to the history of the Wichita and its environs in Sedgwick County is well worth the effort to explore.  The volunteer staff is friendly, intelligent, and helpful, the museum store is ideal wit"
Delano Clock Tower,Wichita,Wichita,4.5,22,37.6840349,-97.346959,"point_of_interest, establishment","Ok, I'm not sure why I am being hit up to rate the clock tower at the Douglas roundabout, but ok, here goes... It's a clock, it's always had the right time on it on my way by, it's nice looking and definitely compliments the area in my humble opinion. I"
Chisholm Trail Marker,"199 McLean Blvd, Wichita",Wichita,4.7,12,37.6854689,-97.344638,"point_of_interest, establishment",Too cool! Fairly non-descript marker erected in 1941 that celebrates the Chisolm Trail and all the beef and goods that flowed towards the west.
Historic Chisholm Trail Mulberry Tree Marker,"1211-1347 W Maple St, Wichita",Wichita,4.3,7,37.6803338,-97.3556931,"point_of_interest, establishment","Very small plaque, hardly noticeable while driving to find it."
Mulvane Historical Museum,"300 W Main St, Mulvane",Mulvane,4.7,43,37.4737894,-97.2462431,"tourist_attraction, museum, point_of_interest, establishment","This place is great and definitely worth a stop. There are so many wonderful treasures in this museum. The staff is very friendly, and we loved meeting Autumn. She was so nice and a sweetheart.
The caboose was really cool to look around and see inside. T"
Old Town Information,"151 N Rock Island Ave, Wichita",Wichita,4.5,6,37.6876891,-97.3284499,"point_of_interest, establishment",I love old town. Its comfortable and easy to walk from shop to shop.
Historic Frisco Railroad Bridge,"M98V+33, Keighley",Keighley,5.0,2,37.6652129,-96.6073646,"point_of_interest, establishment","Very cool old railroad bridge, wish there was no graffiti ! It's in sketchy area!"
Rose Hill Historical Society,"106 S Main St, Rose Hill",Rose Hill,4.0,4,37.5589645,-97.1335978,"museum, point_of_interest, establishment",
Stewart Creek Bridge - 1904,"51st Rd, Udall",Udall,4.7,7,37.385101,-97.060623,"point_of_interest, establishment",Lovely little bridge. Looks like a decent spot for river fishing.
Augusta Historical Museum,"303 State St, Augusta",Augusta,4.8,33,37.6739215,-96.9791917,"museum, tourist_attraction, point_of_interest, establishment","Absolutely fantastic. Really neat information, great staff!

My family visited for the annual tea party and it was exquisite!! I would have paid 2x the price for the tickets for an extra 30 minutes.   ?á???ú so my only complaint about that event was that"
Center of Wichita,"100 E Douglas Ave, Wichita",Wichita,5.0,2,37.6860019,-97.3381779,"point_of_interest, establishment",Wichita Toy Run
Scripture Hill,Arkansas City,Arkansas City,3.7,3,37.0931897,-97.0306217,"point_of_interest, establishment",This iconic stone sign has been around for 124 years and requires yearly maintenance.  That's what we were doing today.
Derby Historical Museum,"710 E Market St, Derby",Derby,4.8,16,37.5446454,-97.2628757,"tourist_attraction, museum, point_of_interest, establishment",This is a fabulous museum! We were amazed at how much was in here! It's definitely one we will be going back to! The people that work there are wonderful and very knowledgeable! Such a great place!
Cowley County Historical Society Museum (CCHSM),"1011 Mansfield St, Winfield",Winfield,4.6,42,37.2386917,-97.0013309,"tourist_attraction, museum, point_of_interest, establishment","Our family visited Winfield for the 1st time and spent a part of 3 days visiting the museum and exchanging family memorabilia from my dads family. My dad, Charlie Waite, a son of Delmer and Sarah, was proud to be a farm boy from Winfield. I finally got t"
Crab Creek Bridge,"223rd Rd, Dexter",Dexter,4.8,9,37.141268,-96.74509,"point_of_interest, establishment","I think next time I go here I'll bring along loopers and trim a few bushes and trees.  I've seen this done at national parks and it ""frames"" the view."
Historic Lecompton,"640 E Woodson Ave, Lecompton",Lecompton,4.7,132,39.0445903,-95.3921085,"museum, tourist_attraction, point_of_interest, establishment",This museum is definitely worth your time for a nostalgic trip to the past. From the beautiful and historic Christmas tree displays to all of the artifacts from the wars and time gone past. This museum is a real gem.
Historic Ritchie House,"1116 SE Madison St, Topeka",Topeka,4.3,47,39.0427408,-95.6719708,"tourist_attraction, point_of_interest, establishment",Impromptu stop at the Ritchie House and glad we did. It is much less about the actual house and more of the John Ritchie history. Had an hour long lesson from the tour guide with a slideshow providing a deep dive into the many aspects of reform Ritchie a
Old Prairie Town at Ward-Meade Historic Site and Botanical Garden,"124 NW Fillmore St, Topeka",Topeka,4.6,464,39.0634685,-95.6833076,"tourist_attraction, park, museum, point_of_interest, establishment","What a lovely little place to walk through a touch of history. Being able to get close to architecture from such a long time ago.

I went during a time when they didn't have the buildings open to walk through them. And there was practically no one there."
Old School House,"10967 Wilmington Rd, Harveyville",Harveyville,5.0,1,38.7448722,-95.9643915,"point_of_interest, establishment",Down the road less traveled now but it has a lot of history about the Santa Fe Trail.
Constitution Hall State Historic Site,"319 Elmore St, Lecompton",Lecompton,4.6,107,39.0454091,-95.3947322,"museum, tourist_attraction, point_of_interest, establishment",One of the best tours I've ever had. The period-costumed docent gave an inspiring 15 minute chat about the events that happened in Lecompton and its effect on the 1860 election and the history of the United States. The first floor has some well-designed
Memorial Carillon and Campanile,"Memorial Dr, Lawrence",Lawrence,4.8,77,38.9600418,-95.2469352,"point_of_interest, establishment","Our kids and Our Money BELONG here! Best Decision ever made
go KU ?á????"
Native Stone Scenic Byway Historical Marker,Alma,Alma,4.8,19,38.9073333,-96.2799133,"point_of_interest, establishment",Beautiful Kansas. Mind-boggling stone fencing. Rolling hills and winding roads.
William Allen White Historic,"927 Exchange St, Emporia",Emporia,4.9,39,38.4096192,-96.1753485,"museum, tourist_attraction, point_of_interest, establishment",Wonderful tour! Loved all the artifacts that they had on display. Really made the tour kid friendly for our 4th graders!
Shawnee County Historical Society,"1118 SE Madison St, Topeka",Topeka,4.7,3,39.0426068,-95.6721691,"museum, tourist_attraction, point_of_interest, establishment",Bob did a great job in teaching us. He?ÇÖs very knowledgeable.
Ward-Meade House,"3878+9V, Topeka",Topeka,4.5,2,39.0634196,-95.6826666,"point_of_interest, establishment",Just beautiful and free.
Fort Titus,"640 E Woodson Ave, Lecompton",Lecompton,5.0,2,39.044316,-95.3913306,"point_of_interest, establishment",Nice little park detailing the history of the fort.
Dietrich Cabin,"City Park, Ottawa",Ottawa,4.3,15,38.6106064,-95.2679511,"tourist_attraction, museum, point_of_interest, establishment",Visited a few months ago and only saw the outside. Visited today for the open house and had a wonderful time. Becky the guide was very knowledgeable and made this visit wonderful. She made my husband interested in the history and he kept wanting to know
Historic Ottawa Trail Bridge (West),"JP95+V3, Ottawa",Ottawa,5.0,1,38.6196954,-95.2922834,"point_of_interest, establishment","I was born and raised in Ottawa, Kansas and ever sing I was a kid I always hung out with my friends down at the Ottawa second Steeet Dam. The Dam itself isn?ÇÖt directly connected to this bridge but you can go through the woods like we used to do..

Or j"
Wakarusa River Valley Heritage Museum,"716 N 1190 Rd, Lawrence",Lawrence,4.5,31,38.9095241,-95.3699687,"tourist_attraction, museum, point_of_interest, establishment",Excellent history about the small communities in the area.
Lyon County History Center,"711 Commercial St, Emporia",Emporia,4.5,49,38.4066724,-96.1803561,"museum, tourist_attraction, point_of_interest, establishment","We visited for the playroom and exhibits.
We were very impressed with the play area: it seems like an enriching place for all ages.  There's a variety of activities, including magnet poetry, Legos, a play garden, shop, and house, and much more.
The exhib"
Red Rocks State Historic Site,"927 Exchange St, Emporia",Emporia,4.0,25,38.4096136,-96.1753485,"tourist_attraction, museum, point_of_interest, establishment","William Allen White's historic home called Red Rocks is an interesting place steeped in history. It has been restored and they have done a marvelous job in making it appear to be lived in.

I was surprised by the size of the interior; it is much larger t"
"The Lawrence sign, Lawrence, KS","Riverfront at, N 3rd St, Lawrence",Lawrence,5.0,3,38.9872185,-95.2333727,"point_of_interest, establishment","If you're a Supernatural fan, you definitely want to stop by!
Jensen Ackles took a picture there a few years before the end of the show ?á???î
It looks smaller on picture than it is in real life though, if you're trying to climb on it, it is really narro"
Watkins Community Museum-History,"1047 Massachusetts St, Lawrence",Lawrence,4.7,201,38.96397,-95.2361108,"museum, point_of_interest, establishment","A beautiful, historical bldg. Quite a detailed set of permanent exhibits. And they have 4 rotating exhibits so always come back to see what's  new. I had just an hour to spend here, it was enough to thoroughly examine one exhibit and most of another. The"
Wabaunsee County Historical Society & Museum,"227 Missouri Ave, Alma",Alma,4.7,13,39.0126409,-96.2896837,"museum, tourist_attraction, point_of_interest, establishment","Great little museum of local history, covering Wabaunsee County from its frontier days. Lots and lots of exhibits spread out through the building.

When I visited in July 2022, the museum was undergoing some minor renovations in part of the building. Not"
Signal Oak,"456 E 1750 Rd, Baldwin City",Baldwin City,4.8,36,38.804023,-95.1771833,"point_of_interest, establishment","Absolutely beautiful place here, well preserved land with a nice little picnic table and a little bit of history although someone does live across the street so it might not be the most isolated place to have a picnic but I still think it?ÇÖs quite lovel"
Herington Historical Society,"800 Broadway, Herington",Herington,4.3,12,38.6635276,-96.9434822,"tourist_attraction, museum, point_of_interest, establishment","It was a very nice experience, Jolene was super nice, very informative, helpful, and super friendly nice lady"
Harvey County Historical Society,"203 N Main St, Newton",Newton,4.8,16,38.0442092,-97.345556,"museum, point_of_interest, establishment",I have so much Respect for the Harvey County Historical Society.  We as a community of Harvey County are blessed to have them. We have no future without reminders of our past.  I'm very grateful to have been a part of the reenactment!
Historic Florence Spring House,"Whitetail Rd, Florence",Florence,5.0,2,38.2656635,-96.9370203,"point_of_interest, establishment","The pump itself is dilapidated and is in desperate need of cosmetic repairs. This is the view from the area, though. Breathtaking!"
DAR Santa Fe Trail Crossing Monument,Council Grove,Council Grove,4.3,4,38.6528785,-96.5768735,"point_of_interest, establishment",There's enough of a pull off for a 26' RV to get in and turn around!  Historic monument that brings attention to what would otherwise be an overlooked spot on the Historic Santa Fe Trail.
Old Mill Plaza,"301 N Main St, Newton",Newton,4.8,13,38.0452683,-97.3452638,"point_of_interest, establishment","I recently dined here and was thoroughly impressed with the culinary experience. The shrimp was perfectly cooked and seasoned, offering a delightful burst of flavor with each bite. The truffle mac and cheese was a true highlight, rich and creamy with the"
Amelia Park Bridge,"2304 257th Ter, Lincolnville",Lincolnville,5.0,2,38.4462421,-96.9660795,"point_of_interest, establishment",
Chase County Historical Society & Museum,"301 Broadway St, Cottonwood Falls",Cottonwood Falls,4.7,24,38.3718966,-96.5418717,"museum, tourist_attraction, point_of_interest, establishment","Great place! The staff is wonderful, helpful and knows so much they can share. Anyone who loves history, antiques, and the like will love it. They have displays of everything from military history, letters, photos, art - you name it. Along with a great d"
The Cottonwood River Pratt Truss Bridge,"Main St, Cedar Point",Cedar Point,4.3,15,38.2600736,-96.8342558,"point_of_interest, establishment","Very Cool, they Don't build bridges like this anymore."
Old Whitewater Jail,Whitewater,Whitewater,5.0,3,37.9632003,-97.1502693,"point_of_interest, establishment","An old, but well maintained calaboose."
Spring Hill Ranch House,"CCJR+JV, 2480 KS-177, Strong City",Strong City,4.8,12,38.4343005,-96.5577578,"point_of_interest, establishment","Self guiding, tour requires a good degree of physical activity(stairs) if you're to see the whole house. The original owners put a lot of thought into the design to make it a comfortable home."
Historic McPherson Sante Fe Depot,"400 N Chestnut St, McPherson",McPherson,4.4,5,38.3723454,-97.6711772,"point_of_interest, establishment",Cool Old Building. Atmosphere was nice. The Old man in Coveralls was a bit Handsy. The Taco were Yummy.
Historical Marker,"KS-177 Scenic, Cassoday",Cassoday,4.5,6,38.1193389,-96.5966225,"point_of_interest, establishment",Interesting information about the area
Chisolm Trail Crossing Santa Fe Trail,"30th Ave, Canton",Canton,4.0,7,38.3770911,-97.3718299,"point_of_interest, establishment","I only gave 3 stars because although I enjoyed driving down the back country roads, the landmarks were vague. Theyvwere well marked out along the route, but you have to use your imagination and knowledge of that era to get a good mental picture of what t"
Lost Spring Station of the Santa Fe Trail,"340th St, Ramona",Ramona,5.0,3,38.5658595,-97.0121429,"point_of_interest, establishment",Quiet and peaceful
Santa Fe Trail Marker,"22nd Ave, Galva",Galva,4.8,4,38.3497623,-97.5193763,"point_of_interest, establishment",Stop and read the history of the area and the people who came before us.
Cedar Point Mill,"1st St, Cedar Point",Cedar Point,4.3,38,38.2616658,-96.8197803,"point_of_interest, establishment","Beautiful old mill.  I've seen this old mill on three separate occasions in the last few years.  Unfortunately, it looks like it will need extensive work and restoration, especially at the foundations close to the Cottonwood River.  But it has so much po"
Chimney Sweep,"US-81, McPherson",McPherson,5.0,5,38.3116435,-97.6142778,"point_of_interest, establishment",He definitely stands out by himself!
Six Mile Creek Stage Station,"S 2800 Rd, Burdick",Burdick,5.0,3,38.6050539,-96.8565196,"point_of_interest, establishment",Cool stop on the Santa Fe Trail. Learn the history of the area.
Bluestem Pasture Region,Matfield Green,Matfield Green,5.0,2,38.094572,-96.5799591,"point_of_interest, establishment",Beautiful preserved natural prairie.
Dr. William B. Jones - Old Stone House,Florence,Florence,4.4,5,38.2022937,-96.8613161,"point_of_interest, establishment","I?ÇÖve seen better stone houses. Most are nicer and most don?ÇÖt have 9 ft tall shadow men with hats. Not sure what all that was about but they didn?ÇÖt seem to bother me much once I explained I was there to bury some evidence.
No line and no wait time."
Pawnee Rock State Historic Site,"631 N Centre St, Pawnee Rock",Pawnee Rock,4.7,176,38.2723361,-98.9821631,"tourist_attraction, park, point_of_interest, establishment","Never knew this existed.  Interesting piece of history along the Santa Fe trail.  You can walk to the top of a platform that is as high as the ""rock"" once was.  The view is pretty amazing.  Many names and initials (some very new) are carved into the rock"
B-29 Memorial Plaza,Great Bend,Great Bend,4.7,16,38.3472756,-98.8498471,"tourist_attraction, point_of_interest, establishment","This was a very informative and interesting memorial. I enjoyed it, but it was very sobering. Lots of history with a neat dedication to the men and women who have served in the armed forces."
Barton County Historical Society,"85 US-281, Great Bend",Great Bend,4.7,53,38.3486362,-98.7659099,"museum, tourist_attraction, point_of_interest, establishment",It was a nice place to stop and have our lunch in the shade. So many neat things to see we'll definitely go back when we have more time!
Fort Larned National Historic Site,"1767 KS-156, Larned",Larned,4.8,499,38.182531,-99.2211372,"tourist_attraction, museum, park, point_of_interest, establishment","This place is wonderful. Wish we had more time while here. Staff is super knowledgeable and friendly. Buildings are beautifully preserved/replicated.  There was a blacksmith on site when we visited, and he was very engaging with our family."
Ellis County Historical Society,"100 W 7th St, Hays",Hays,3.7,9,38.8697144,-99.3323813,"museum, tourist_attraction, library, point_of_interest, establishment",Some things you don?ÇÖt forget. The horrible experience here is one.
Fort Hays State Historic Site,"1472 US Highway 183 Alt, Hays",Hays,4.6,222,38.862995,-99.341484,"tourist_attraction, museum, point_of_interest, establishment",This is a great place to see how the old forts were laid out during the westward expansion. They have been able to preserve two of the officers' homes and the enlisted men's barracks. The foundations are shown for the commanding officer's home that was s
Boyd's Ranch Historical Marker,"S, Pawnee St, Larned",Larned,3.7,3,38.1732144,-99.1600355,"point_of_interest, establishment",When I stopped to read marker had 4 whitetail does standing around it and they were not spooked.
Rush County Historical Museum,"Grass Park, 202 1st St, La Crosse",La Crosse,4.6,5,38.5245324,-99.3121834,"museum, point_of_interest, establishment","Lots to see, great people running it."
former AT&SF Train Depot,"410 Centre St, Pawnee Rock",Pawnee Rock,3.0,1,38.2650666,-98.9814583,"point_of_interest, establishment",
1872 Gernon House,"818 N Kansas St, Russell",Russell,5.0,1,38.8934628,-98.8587858,"museum, point_of_interest, establishment",
Barbed Wire Museum,"120 1st St, La Crosse",La Crosse,4.6,56,38.5246153,-99.311587,"museum, tourist_attraction, point_of_interest, establishment","Great museum that?ÇÖs kind of nondescript from the outside. You?ÇÖll see the two large balls of barbed wire.
Once inside it has multiple large rooms that are super carefully curated. There?ÇÖs a nice woman that takes care of the museum and keep it super"
Bob Dole's Childhood Home,"1035 N Maple St, Russell",Russell,5.0,2,38.8957563,-98.8608065,"point_of_interest, establishment",Took a drive by the home. It is private residence so didn?ÇÖt want to linger too long.  Interesting to see how people grew up.
Replica Statue of Liberty,"Bickerdyke Park, 300 N Lincoln St, Russell",Russell,5.0,1,38.8889587,-98.8625372,"point_of_interest, establishment",Great replica of Lady Liberty located on the north end of the park.
McCracken Historical Museum,"212 Main St, McCracken",McCracken,5.0,3,38.5839816,-99.5696358,"museum, point_of_interest, establishment",There are two museums and they open by appointment. The Paper Moon museum is awesome and has a lot of items from when parts of the movie were filmed in McCracken Kansas. The Historic Museum offers a look at the last jail and lots of items regarding local
Sibley's Camp,"502 W 2nd St, Larned",Larned,3.5,13,38.1757337,-99.1041752,"tourist_attraction, point_of_interest, establishment","The building is not maintained, lived right across the street and several times kids would be in the building, hopefully none of them get hurt. The building needs demolished it has been for sale for years and is just being vandalized. Nothing of interest"
The Pioneer Family,"1001 Cedar St, Victoria",Victoria,0.0,0,38.8571332,-99.1514786,"point_of_interest, establishment",No description available
Santa Fe Trail Center,"1349 K-156 Hwy, Larned",Larned,4.4,32,38.1882046,-99.1417408,"tourist_attraction, library, museum, point_of_interest, establishment","There is something for everyone here.  After the initial museum, don't forget to explore the outdoor exhibits.  Very informative window to the past."
William J Harkleroad Memorial Point,"Creekside Park, 500 Taylor St, Ellis",Ellis,0.0,0,38.9449203,-99.5652009,"point_of_interest, establishment",No description available
Russell County Historical Society and Genealogy Society,"331 N Kansas St, Russell",Russell,5.0,1,38.888509,-98.8583798,"point_of_interest, establishment",
Burdett Historical Marker,"100 Broadway Ave, Burdett",Burdett,0.0,0,38.1889421,-99.5294439,"point_of_interest, establishment",No description available
Historic Fort Leavenworth,Atchison,Atchison,3.6,9,39.4322232,-95.086493,"point_of_interest, establishment",The sign is 13 miles from said fort. Where is the historic fort itself? Probably 13 miles behind you. Or maybe it?ÇÖs gone and replaced by the new fort. Don?ÇÖt expect answers from this ?Ç£site.?Ç¥
Atchison County Historical Society,"Santa Fe Depot, 200 S 10th St, Atchison",Atchison,4.6,73,39.5599814,-95.1272359,"museum, point_of_interest, establishment",Excellent history stop in the old depot. Atchison holds a lot of history & it's packed into this place. Great picture ops sitting in the old train engine.  Free will donation so anyone can visit! Several other fun quick stops in this town...highly recomm
Independence Creek: Lewis and Clark historical site,"19918 314th Rd, Atchison",Atchison,4.4,16,39.6205428,-95.098544,"point_of_interest, establishment",This is a fun side trip if you?ÇÖre in the area. No restrooms or anything but neat to see and view Lewis & Clark?ÇÖs 4th of July campsite.
1889 McInteer Villa,"1301 Kansas Ave, Atchison",Atchison,4.8,192,39.5632838,-95.1334962,"tourist_attraction, point_of_interest, establishment","My Team, Dark Tree Media, did an investigation here and it was great! The place is very well kept, clean and has a great set up. The owner was nice, although the 3pm check in was a little early for our liking. We got some good activity throughout the hou"
Oregon and Santa Fe Trailheads,"Riverside Dr, Fort Leavenworth",Fort Leavenworth,4.5,15,39.3557721,-94.9138218,"point_of_interest, establishment",Very well preserved with informative markers. The Mormon Battalion landed here and followed the Santa Fe Trail on the Army's longest march.
Wilbur Chapman Monument,White Cloud,White Cloud,3.7,3,39.9776581,-95.2960603,"tourist_attraction, point_of_interest, establishment",
RavenHearse Manor,"517 Parallel St, Atchison",Atchison,4.9,16,39.5665097,-95.1198777,"point_of_interest, establishment","If you love beautiful and/or scary houses, you MUST visit Ravenhearse in Atchison!  It's a stunning home with great ghostly stories as told by Bill, the amazing owner of the home.  Not only did Bill provide great stories about the home, and ""spirited"" co"
Fort de Cavagnial,"16721 Daniel Rd, Leavenworth",Leavenworth,3.0,4,39.3975881,-94.9651977,"point_of_interest, establishment","Peggy Daniels was my best friend when I lived there!
I love Kickapoo?¥ú?á?????¥ú?á???Å"
Walnut Creek Bridge,"Coal Creek Rd, Valley Falls",Valley Falls,4.3,3,39.355183,-95.4585377,"point_of_interest, establishment",Nothing special. Just another country road bridge in Kansas somewhere. Through my eyes anyway
Indian Mound,Hartland,Hartland,4.0,1,37.8952384,-101.3393055,"point_of_interest, establishment",Beautiful and peaceful.  Very interesting history behind it.
Historic Adobe Museum,"300 E Oklahoma Ave, Ulysses",Ulysses,4.8,31,37.5770652,-101.3552232,"tourist_attraction, museum, point_of_interest, establishment",A sudden change in weather forced us to cancel our distance travel plans so decided to make a short trip to visit this museum since we already had day together planned. Was well worth the 30 minute drive. An excellent museum that showcases the changes in
Hamilton County Historical,"102 N Gates St, Syracuse",Syracuse,4.3,3,37.9804503,-101.7514317,"museum, point_of_interest, establishment",
Stanton County Museum,"104 E Highland Ave, Johnson City",Johnson City,4.9,15,37.5633303,-101.7496836,"tourist_attraction, museum, point_of_interest, establishment","A small museum. Has lots of local history. It's not like a big city museum but I really enjoyed it!!! I love the local history and pics...etc. Kind of takes you back to another time! The girl there, attendant, was very nice! There was not a fee to get in"
Kansas/ Colorado Border Parking Area,"US-160, Walsh",Walsh,4.6,14,37.4696118,-102.0415095,"point_of_interest, establishment",I hope everyone gets the opportunity to come here. It was totally amazing experience
Kearny County Museum,"111 S Buffalo St, Lakin",Lakin,4.7,13,37.9385003,-101.2566896,"museum, tourist_attraction, point_of_interest, establishment","Free exhibit of many items related to the origin and founding of the county. As well as exhibits of everyday life from the founding to the present. Pioneer life, bones of mammoths, native Americans, and local service people are just examples. So much to"
Santa Fe Trail Historical Marker,"69H3+GC, Richfield",Richfield,0.0,0,37.2288084,-101.6464368,"tourist_attraction, point_of_interest, establishment",No description available
former AT&SF Train Depot,"408 E 10th St, Hugoton",Hugoton,0.0,0,37.1720366,-101.3420197,"point_of_interest, establishment",No description available
Grant County Museum,"300 E Oklahoma Ave, Ulysses",Ulysses,4.8,6,37.5769426,-101.3552174,"museum, tourist_attraction, point_of_interest, establishment","The people here know their history. I've seen buses from other towns taking their kids through the museum. It's a great experience for all ages. Well worth your time to stop in and take a look.

I personally was interested in the arrowhead and sharks tee"
Stevens County Gas Museum,"905 S Adams St, Hugoton",Hugoton,4.6,27,37.1726755,-101.341629,"museum, point_of_interest, establishment","This museum is awesome, it has so much stuff and is very interesting! And the people that run it are so nice and always helpful with any questions you have."
Old Santa Fe Trail along the northside Cimmaron River,"Old Santa Fe Trail, Elkhart",Elkhart,0.0,0,37.144442,-101.8558295,"point_of_interest, establishment",No description available
Conestoga Trailhead,"Old Santa Fe Trail, Richfield",Richfield,4.5,2,37.201023,-101.719629,"park, point_of_interest, establishment",Neat place to visit a must see just need a vehicle with good ground clearance and good weather to see!
Wagon Bed Spring,Sullivan,Sullivan,4.5,2,37.3983562,-101.3707193,"natural_feature, establishment",I have tried to get to the spring twice. The roads where flooded the first time and today I could get to the turn off road to the spring and it is fenced off. I went around to two other routes to the spring and they were fenced off as well. Not sure how
Miami County Kansas Historical Society & Museum,"12 E Peoria St, Paola",Paola,4.7,30,38.5727047,-94.8772177,"museum, tourist_attraction, point_of_interest, establishment",Visited to see the annual Miniature Art Exhibition hosted in the Museum. The exhibition is a must see as it showcases wide variety of miniature paintings from all over the world. The Museum on its own is well curated with various artifacts associated wit
Monticello Community Historical Society,"23860 W 83rd St, Shawnee",Shawnee,4.3,10,38.97801,-94.862608,"museum, point_of_interest, establishment","Very small place with a focus on only one man who had a connection with Buffalo Bill Cody. It is an old converted fire station,  but there is barely any history about the station. Aside from one saved fire truck that was passed over.

The tour I got was"
Gardner Historical Museum,"204 W Main St, Gardner",Gardner,4.6,29,38.8112431,-94.9312699,"museum, tourist_attraction, point_of_interest, establishment",Loved the history of Gardner. They will give you a guided tour if the house and then the Bray House. Well worth going for an hour or so. Very cool things.
De Soto Historical Society,"33055 W 83rd St, De Soto",De Soto,0.0,0,38.9779789,-94.9686352,"point_of_interest, establishment",No description available
Osage County Historical Society,"631 Topeka Ave, Lyndon",Lyndon,4.6,12,38.6096926,-95.6842973,"museum, point_of_interest, establishment","Courteous, helpful, and knowledgeable about the contents there. One time visit is probably not enough time to find all they have that one may want for their research."
Heritage Park Barn,"13600 W 175th St, Olathe",Olathe,5.0,1,38.8127203,-94.7432311,"point_of_interest, establishment",
Franklin D. Roosevelt,"W Santa Fe St, Olathe",Olathe,0.0,0,38.883852,-94.822232,"point_of_interest, establishment",No description available
Big Orange Caboose,"12345 College Blvd, Overland Park",Overland Park,4.8,4,38.9213806,-94.7316055,"point_of_interest, establishment","Learning a lot, thank you to all BNSF instructors."
William Mills House,"212 1st St, Osawatomie",Osawatomie,5.0,1,38.503283,-94.942056,"point_of_interest, establishment",An architectural masterpiece designed by George F Barber
Anderson County Historical Society Museum,"US Hwy 59 &, W 6th Ave, Garnett",Garnett,4.3,9,38.2784359,-95.2487028,"museum, point_of_interest, establishment","Came to do some Ancestry search and give them a picture of my grandmother and her original 1913 Garnett High School diploma. The 2 ladies were extremely helpful and even sent me additional information on my greatgrandpas business, a bakery, he worked at"
Franklin County Historical Society Archives & Research Center,"2011 E Logan St, Ottawa",Ottawa,5.0,3,38.6237124,-95.241468,"point_of_interest, establishment","Awesome! Tried stopping at a test stop but only large trucks there so decided to go somewhere I felt a bit safer and the Franklin County Welcome Center, fit the picture of comfort. Stop and say Hi if you're driving by, the ladies couldn't be nicer."
Watkins Community Museum-History,"1047 Massachusetts St, Lawrence",Lawrence,4.7,201,38.96397,-95.2361108,"museum, point_of_interest, establishment","A beautiful, historical bldg. Quite a detailed set of permanent exhibits. And they have 4 rotating exhibits so always come back to see what's  new. I had just an hour to spend here, it was enough to thoroughly examine one exhibit and most of another. The"
Coffey County Historical Museum,"1101 Neosho St, Burlington",Burlington,4.6,41,38.194431,-95.749326,"museum, tourist_attraction, point_of_interest, establishment","Amazing place, was only using their parking lot on this day. It's a big city museum snuggled into a small Midwest town."
Mine Creek Civil War Battlefield State Historic Site,"20485 KS-52, Pleasanton",Pleasanton,4.6,129,38.1450211,-94.7234358,"park, tourist_attraction, point_of_interest, establishment","The museum did have some interesting artifacts, information and beautiful trails.  We were also warned about ticks.  Make sure that you spray yourself before you go on the trails."
