state,county,population
 Kansas,Hodgeman County,1723
 Kansas,Jackson County,13232
 Kansas,Jefferson County,18368
 Kansas,Jewell County,2932
 Kansas,Johnson County,609863
 Kansas,Kearny County,3983
 Kansas,Kingman County,7470
 Kansas,Kiowa County,2460
 Kansas,Labette County,20184
 Kansas,Lane County,1574
 Kansas,Leavenworth County,81881
 Kansas,Lincoln County,2939
 Kansas,Linn County,9591
 Kansas,Logan County,2762
 Kansas,Lyon County,32179
 Kansas,McPherson County,30223
 Kansas,Marion County,11823
 Kansas,Marshall County,10038
 Kansas,Meade County,4055
 Kansas,Miami County,34191
 Kansas,Mitchell County,5796
 Kansas,Montgomery County,31486
 Kansas,Morris County,5386
 Kansas,Morton County,2701
 Kansas,Nemaha County,10273
 Kansas,Neosho County,15904
 Kansas,Ness County,2687
 Kansas,Norton County,5459
 Kansas,Osage County,15766
 Kansas,Osborne County,3500
 Kansas,Ottawa County,5735
 Kansas,Pawnee County,6253
 Kansas,Phillips County,4981
 Kansas,Pottawatomie County,25348
 Kansas,Pratt County,9157
 Kansas,Rawlins County,2561
 Kansas,Reno County,61898
 Kansas,Republic County,4674
 Kansas,Rice County,9427
 Kansas,Riley County,71959
 Kansas,Rooks County,4919
 Kansas,Rush County,2956
 Kansas,Russell County,6691
 Kansas,Saline County,54303
 Kansas,Scott County,5151
 Kansas,Sedgwick County,523824
 Kansas,Seward County,21964
 Kansas,Shawnee County,178909
 Kansas,Sheridan County,2447
 Kansas,Sherman County,5927
 Kansas,Smith County,3570
 Kansas,Stafford County,4072
 Kansas,Stanton County,2084
 Kansas,Stevens County,5250
 Kansas,Sumner County,22382
 Kansas,Thomas County,7930
 Kansas,Trego County,2808
 Kansas,Wabaunsee County,6877
 Kansas,Wallace County,1512
 Kansas,Washington County,5530
 Kansas,Wichita County,2152
 Kansas,Wilson County,8624
 Kansas,Woodson County,3115
 Kansas,Wyandotte County,169245
 Kentucky,Adair County,18903
 Kentucky,Allen County,20588
 Kentucky,Anderson County,23852
 Kentucky,Ballard County,7728
 Kentucky,Barren County,44485
 Kentucky,Bath County,12750
 Kentucky,Bell County,24097
 Kentucky,Boone County,135968
 Kentucky,Bourbon County,20252
 Kentucky,Boyd County,48261
 Kentucky,Boyle County,30614
 Kentucky,Bracken County,8400
 Kentucky,Breathitt County,13718
 Kentucky,Breckinridge County,20432
 Kentucky,Bullitt County,82217
 Kentucky,Butler County,12371
 Kentucky,Caldwell County,12649
 Kentucky,Calloway County,37103
 Kentucky,Campbell County,93076
 Kentucky,Carlisle County,4826
 Kentucky,Carroll County,10810
 Kentucky,Carter County,26627
 Kentucky,Casey County,15941
 Kentucky,Christian County,72748
 Kentucky,Clark County,36972
 Kentucky,Clay County,20345
 Kentucky,Clinton County,9253
 Kentucky,Crittenden County,8990
 Kentucky,Cumberland County,5888
 Kentucky,Daviess County,103312
 Kentucky,Edmonson County,12126
 Kentucky,Elliott County,7354
 Kentucky,Estill County,14163
 Kentucky,Fayette County,322570
 Kentucky,Fleming County,15082
 Kentucky,Floyd County,35942
 Kentucky,Franklin County,51541
 Kentucky,Fulton County,6515
 Kentucky,Gallatin County,8690
 Kentucky,Garrard County,16953
 Kentucky,Grant County,24941
 Kentucky,Graves County,36649
 Kentucky,Grayson County,26420
 Kentucky,Green County,11107
 Kentucky,Greenup County,35962
 Kentucky,Hancock County,9095
 Kentucky,Hardin County,110702
 Kentucky,Harlan County,26831
 Kentucky,Harrison County,18692
 Kentucky,Hart County,19288
 Kentucky,Henderson County,44793
 Kentucky,Henry County,15678
 Kentucky,Hickman County,4521
 Kentucky,Hopkins County,45423
 Kentucky,Jackson County,12955
 Kentucky,Jefferson County,782969
 Kentucky,Jessamine County,52991
 Kentucky,Johnson County,22680
 Kentucky,Kenton County,169064
 Kentucky,Knott County,14251
 Kentucky,Knox County,30193
 Kentucky,Larue County,14867
 Kentucky,Laurel County,62613
 Kentucky,Lawrence County,16293
 Kentucky,Lee County,7395
 Kentucky,Leslie County,10513
 Kentucky,Letcher County,21548
 Kentucky,Lewis County,13080
 Kentucky,Lincoln County,24275
 Kentucky,Livingston County,8888
 Kentucky,Logan County,27432
 Kentucky,Lyon County,8680
 Kentucky,McCracken County,67875
 Kentucky,McCreary County,16888
 Kentucky,McLean County,9152
 Kentucky,Madison County,92701
 Kentucky,Magoffin County,11637
 Kentucky,Marion County,19581
 Kentucky,Marshall County,31659
 Kentucky,Martin County,11287
 Kentucky,Mason County,17120
 Kentucky,Meade County,30003
 Kentucky,Menifee County,6113
 Kentucky,Mercer County,22641
 Kentucky,Metcalfe County,10286
 Kentucky,Monroe County,11338
 Kentucky,Montgomery County,28114
 Kentucky,Morgan County,13726
 Kentucky,Muhlenberg County,30928
 Kentucky,Nelson County,46738
 Kentucky,Nicholas County,7537
 Kentucky,Ohio County,23772
 Kentucky,Oldham County,67607
 Kentucky,Owen County,11278
 Kentucky,Owsley County,4051
 Kentucky,Pendleton County,14644
 Kentucky,Perry County,28473
 Kentucky,Pike County,58669
 Kentucky,Powell County,13129
 Kentucky,Pulaski County,65034
 Kentucky,Robertson County,2193
 Kentucky,Rockcastle County,16037
 Kentucky,Rowan County,24662
 Kentucky,Russell County,17991
 Kentucky,Scott County,57155
 Kentucky,Shelby County,48065
 Kentucky,Simpson County,19594
 Kentucky,Spencer County,19490
 Kentucky,Taylor County,26023
 Kentucky,Todd County,12243
 Kentucky,Trigg County,14061
 Kentucky,Trimble County,8474
 Kentucky,Union County,13668
 Kentucky,Warren County,134554
 Kentucky,Washington County,12027
 Kentucky,Wayne County,19555
 Kentucky,Webster County,13017
 Kentucky,Whitley County,36712
 Kentucky,Wolfe County,6562
 Kentucky,Woodford County,26871
 Louisiana,Acadia Parish,57576
 Louisiana,Allen Parish,22750
 Louisiana,Ascension Parish,126500
 Louisiana,Assumption Parish,21039
 Louisiana,Avoyelles Parish,39693
 Louisiana,Beauregard Parish,36549
 Louisiana,Bienville Parish,12981
 Louisiana,Bossier Parish,128746
 Louisiana,Caddo Parish,237848
 Louisiana,Calcasieu Parish,216785
 Louisiana,Caldwell Parish,9645
 Louisiana,Cameron Parish,5617
 Louisiana,Catahoula Parish,8906
 Louisiana,Claiborne Parish,14170
 Louisiana,Concordia Parish,18687
 Louisiana,De Soto Parish,26812
 Louisiana,East Baton Rouge Parish,456781
 Louisiana,East Carroll Parish,7459
 Louisiana,East Feliciana Parish,19539
 Louisiana,Evangeline Parish,32350
 Louisiana,Franklin Parish,19774
 Louisiana,Grant Parish,22169
 Louisiana,Iberia Parish,69929
 Louisiana,Iberville Parish,30241
 Louisiana,Jackson Parish,15031
 Louisiana,Jefferson Parish,440781
 Louisiana,Jefferson Davis Parish,32250
 Louisiana,Lafayette Parish,241753
 Louisiana,Lafourche Parish,97557
 Louisiana,LaSalle Parish,14791
 Louisiana,Lincoln Parish,48396
 Louisiana,Livingston Parish,142282
 Louisiana,Madison Parish,10017
 Louisiana,Morehouse Parish,25629
 Louisiana,Natchitoches Parish,37515
 Louisiana,Orleans Parish,383997
 Louisiana,Ouachita Parish,160368
 Louisiana,Plaquemines Parish,23515
 Louisiana,Pointe Coupee Parish,20758
 Louisiana,Rapides Parish,130023
 Louisiana,Red River Parish,7620
 Louisiana,Richland Parish,20043
 Louisiana,Sabine Parish,22155
 Louisiana,St. Bernard Parish,43764
 Louisiana,St. Charles Parish,52549
 Louisiana,St. Helena Parish,10920
 Louisiana,St. James Parish,20192
 Louisiana,St. John the Baptist Parish,42477
 Louisiana,St. Landry Parish,82540
 Louisiana,St. Martin Parish,51767
 Louisiana,St. Mary Parish,49406
 Louisiana,St. Tammany Parish,264570
 Louisiana,Tangipahoa Parish,133157
 Louisiana,Tensas Parish,4147
 Louisiana,Terrebonne Parish,109580
 Louisiana,Union Parish,21107
 Louisiana,Vermilion Parish,57359
 Louisiana,Vernon Parish,48750
 Louisiana,Washington Parish,45463
 Louisiana,Webster Parish,36967
 Louisiana,West Baton Rouge Parish,27199
 Louisiana,West Carroll Parish,9751
 Louisiana,West Feliciana Parish,15310
 Louisiana,Winn Parish,13755
 Maine,Androscoggin County,111139
 Maine,Aroostook County,67105
 Maine,Cumberland County,303069
 Maine,Franklin County,29456
 Maine,Hancock County,55478
 Maine,Kennebec County,123642
 Maine,Knox County,40607
 Maine,Lincoln County,35237
 Maine,Oxford County,57777
 Maine,Penobscot County,152199
 Maine,Piscataquis County,16800
 Maine,Sagadahoc County,36699
 Maine,Somerset County,50477
 Maine,Waldo County,39607
 Maine,Washington County,31095
 Maine,York County,211972
 Maryland,Allegany County,68106
 Maryland,Anne Arundel County,588261
 Maryland,Baltimore County,854535
 Maryland,Calvert County,92783
 Maryland,Caroline County,33293
 Maryland,Carroll County,172891
 Maryland,Cecil County,103725
 Maryland,Charles County,166617
 Maryland,Dorchester County,32531
 Maryland,Frederick County,271717
 Maryland,Garrett County,28806
 Maryland,Harford County,260924
 Maryland,Howard County,332317
 Maryland,Kent County,19198
 Maryland,Montgomery County,1062061
 Maryland,Prince George's County,967201
 Maryland,Queen Anne's County,49874
 Maryland,St. Mary's County,113777
 Maryland,Somerset County,24620
 Maryland,Talbot County,37526
 Maryland,Washington County,154705
 Maryland,Wicomico County,103588
 Maryland,Worcester County,52460
 Maryland,Baltimore city,585708
 Massachusetts,Barnstable County,228996
 Massachusetts,Berkshire County,129026
 Massachusetts,Bristol County,579200
 Massachusetts,Dukes County,20600
 Massachusetts,Essex County,809829
 Massachusetts,Franklin County,71029
 Massachusetts,Hampden County,465825
 Massachusetts,Hampshire County,162308
 Massachusetts,Middlesex County,1632002
 Massachusetts,Nantucket County,14255
 Massachusetts,Norfolk County,725981
 Massachusetts,Plymouth County,530819
 Massachusetts,Suffolk County,797936
 Massachusetts,Worcester County,862111
 Michigan,Alcona County,10167
 Michigan,Alger County,8842
 Michigan,Allegan County,120502
 Michigan,Alpena County,28907
 Michigan,Antrim County,23431
 Michigan,Arenac County,15002
 Michigan,Baraga County,8158
 Michigan,Barry County,62423
 Michigan,Bay County,103856
 Michigan,Benzie County,17970
 Michigan,Berrien County,154316
 Michigan,Branch County,44862
 Michigan,Calhoun County,134310
 Michigan,Cass County,51589
 Michigan,Charlevoix County,26054
 Michigan,Cheboygan County,25579
 Michigan,Chippewa County,36785
 Michigan,Clare County,30856
 Michigan,Clinton County,79128
 Michigan,Crawford County,12988
 Michigan,Delta County,36903
 Michigan,Dickinson County,25947
 Michigan,Eaton County,109175
 Michigan,Emmet County,34112
 Michigan,Genesee County,406211
 Michigan,Gladwin County,25386
 Michigan,Gogebic County,14380
 Michigan,Grand Traverse County,95238
 Michigan,Gratiot County,41761
 Michigan,Hillsdale County,45746
 Michigan,Houghton County,37361
 Michigan,Huron County,31407
 Michigan,Ingham County,284900
 Michigan,Ionia County,66804
 Michigan,Iosco County,25237
 Michigan,Iron County,11631
 Michigan,Isabella County,64394
 Michigan,Jackson County,160366
 Michigan,Kalamazoo County,261670
 Michigan,Kalkaska County,17939
 Michigan,Kent County,657974
 Michigan,Keweenaw County,2046
 Michigan,Lake County,12096
 Michigan,Lapeer County,88619
 Michigan,Leelanau County,22301
 Michigan,Lenawee County,99423
 Michigan,Livingston County,193866
 Michigan,Luce County,5339
 Michigan,Mackinac County,10834
 Michigan,Macomb County,881217
 Michigan,Manistee County,25032
 Michigan,Marquette County,66017
 Michigan,Mason County,29052
 Michigan,Mecosta County,39714
 Michigan,Menominee County,23502
 Michigan,Midland County,83494
 Michigan,Missaukee County,15052
 Michigan,Monroe County,154809
 Michigan,Montcalm County,66614
 Michigan,Montmorency County,9153
 Michigan,Muskegon County,175824
 Michigan,Newaygo County,49978
 Michigan,Oakland County,1274395
 Michigan,Oceana County,26659
 Michigan,Ogemaw County,20770
 Michigan,Ontonagon County,5816
 Michigan,Osceola County,22891
 Michigan,Oscoda County,8219
 Michigan,Otsego County,25091
 Michigan,Ottawa County,296200
 Michigan,Presque Isle County,12982
 Michigan,Roscommon County,23459
 Michigan,Saginaw County,190124
 Michigan,St. Clair County,160383
 Michigan,St. Joseph County,60939
 Michigan,Sanilac County,40611
 Michigan,Schoolcraft County,8047
 Michigan,Shiawassee County,68094
 Michigan,Tuscola County,53323
 Michigan,Van Buren County,75587
 Michigan,Washtenaw County,372258
 Michigan,Wayne County,1793561
 Michigan,Wexford County,33673
 Minnesota,Aitkin County,15697
 Minnesota,Anoka County,363887
 Minnesota,Becker County,35183
 Minnesota,Beltrami County,46228
 Minnesota,Benton County,41379
 Minnesota,Big Stone County,5166
 Minnesota,Blue Earth County,69112
 Minnesota,Brown County,25912
 Minnesota,Carlton County,36207
 Minnesota,Carver County,106922
 Minnesota,Cass County,30066
 Minnesota,Chippewa County,12598
 Minnesota,Chisago County,56621
 Minnesota,Clay County,65318
 Minnesota,Clearwater County,8524
 Minnesota,Cook County,5600
 Minnesota,Cottonwood County,11517
 Minnesota,Crow Wing County,66123
 Minnesota,Dakota County,439882
 Minnesota,Dodge County,20867
 Minnesota,Douglas County,39006
 Minnesota,Faribault County,13921
 Minnesota,Fillmore County,21228
 Minnesota,Freeborn County,30895
 Minnesota,Goodhue County,47582
 Minnesota,Grant County,6074
 Minnesota,Hennepin County,1281565
 Minnesota,Houston County,18843
 Minnesota,Hubbard County,21344
 Minnesota,Isanti County,41135
 Minnesota,Itasca County,45014
 Minnesota,Jackson County,9989
 Minnesota,Kanabec County,16032
 Minnesota,Kandiyohi County,43732
 Minnesota,Kittson County,4207
 Minnesota,Koochiching County,12062
 Minnesota,Lac qui Parle County,6719
 Minnesota,Lake County,10905
 Minnesota,Lake of the Woods County,3763
 Minnesota,Le Sueur County,28674
 Minnesota,Lincoln County,5640
 Minnesota,Lyon County,25269
 Minnesota,McLeod County,36771
 Minnesota,Mahnomen County,5411
 Minnesota,Marshall County,9040
 Minnesota,Martin County,20025
 Minnesota,Meeker County,23400
 Minnesota,Mille Lacs County,26459
 Minnesota,Morrison County,34010
 Minnesota,Mower County,40029
 Minnesota,Murray County,8179
 Minnesota,Nicollet County,34454
 Minnesota,Nobles County,22290
 Minnesota,Norman County,6441
 Minnesota,Olmsted County,162847
 Minnesota,Otter Tail County,60081
 Minnesota,Pennington County,13992
 Minnesota,Pine County,28876
 Minnesota,Pipestone County,9424
 Minnesota,Polk County,31192
 Minnesota,Pope County,11308
 Minnesota,Ramsey County,552352
 Minnesota,Red Lake County,3935
 Minnesota,Redwood County,15425
 Minnesota,Renville County,14723
 Minnesota,Rice County,67097
 Minnesota,Rock County,9704
 Minnesota,Roseau County,15331
 Minnesota,St. Louis County,200231
 Minnesota,Scott County,150928
 Minnesota,Sherburne County,97183
 Minnesota,Sibley County,14836
 Minnesota,Stearns County,158292
 Minnesota,Steele County,37406
 Minnesota,Stevens County,9671
 Minnesota,Swift County,9838
 Minnesota,Todd County,25262
 Minnesota,Traverse County,3360
 Minnesota,Wabasha County,21387
 Minnesota,Wadena County,14065
 Minnesota,Waseca County,18968
 Minnesota,Washington County,267568
 Minnesota,Watonwan County,11253
 Minnesota,Wilkin County,6506
 Minnesota,Winona County,49671
 Minnesota,Wright County,141337
 Minnesota,Yellow Medicine County,9528
 Mississippi,Adams County,29538
 Mississippi,Alcorn County,34740
 Mississippi,Amite County,12720
 Mississippi,Attala County,17889
 Mississippi,Benton County,7646
 Mississippi,Bolivar County,30985
 Mississippi,Calhoun County,13266
 Mississippi,Carroll County,9998
 Mississippi,Chickasaw County,17106
 Mississippi,Choctaw County,8246
 Mississippi,Claiborne County,9135
 Mississippi,Clarke County,15615
 Mississippi,Clay County,18636
 Mississippi,Coahoma County,21390
 Mississippi,Copiah County,28368
 Mississippi,Covington County,18340
 Mississippi,DeSoto County,185314
 Mississippi,Forrest County,78158
 Mississippi,Franklin County,7675
 Mississippi,George County,24350
 Mississippi,Greene County,13530
 Mississippi,Grenada County,21629
 Mississippi,Hancock County,46053
 Mississippi,Harrison County,208621
 Mississippi,Hinds County,227742
 Mississippi,Holmes County,17000
 Mississippi,Humphreys County,7785
 Mississippi,Issaquena County,1338
 Mississippi,Itawamba County,23863
 Mississippi,Jackson County,143252
 Mississippi,Jasper County,16367
 Mississippi,Jefferson County,7260
 Mississippi,Jefferson Davis County,11321
 Mississippi,Jones County,67246
 Mississippi,Kemper County,8988
 Mississippi,Lafayette County,55813
 Mississippi,Lamar County,64222
 Mississippi,Lauderdale County,72984
 Mississippi,Lawrence County,12016
 Mississippi,Leake County,21275
 Mississippi,Lee County,83343
 Mississippi,Leflore County,28339
 Mississippi,Lincoln County,34907
 Mississippi,Lowndes County,58879
 Mississippi,Madison County,109145
 Mississippi,Marion County,24441
 Mississippi,Marshall County,33752
 Mississippi,Monroe County,34180
 Mississippi,Montgomery County,9822
 Mississippi,Neshoba County,29087
 Mississippi,Newton County,21291
 Mississippi,Noxubee County,10285
 Mississippi,Oktibbeha County,51788
 Mississippi,Panola County,33208
 Mississippi,Pearl River County,56145
 Mississippi,Perry County,11511
 Mississippi,Pike County,40324
 Mississippi,Pontotoc County,31184
 Mississippi,Prentiss County,25008
 Mississippi,Quitman County,6176
 Mississippi,Rankin County,157031
 Mississippi,Scott County,27990
 Mississippi,Sharkey County,3800
 Mississippi,Simpson County,25949
 Mississippi,Smith County,14209
 Mississippi,Stone County,18333
 Mississippi,Sunflower County,25971
 Mississippi,Tallahatchie County,12715
 Mississippi,Tate County,28064
 Mississippi,Tippah County,21815
 Mississippi,Tishomingo County,18850
 Mississippi,Tunica County,9782
 Mississippi,Union County,27777
 Mississippi,Walthall County,13884
 Mississippi,Warren County,44722
 Mississippi,Washington County,44922
 Mississippi,Wayne County,19779
 Mississippi,Webster County,9926
 Mississippi,Wilkinson County,8587
 Mississippi,Winston County,17714
 Mississippi,Yalobusha County,12481
 Mississippi,Yazoo County,26743
 Missouri,Adair County,25314
 Missouri,Andrew County,18135
 Missouri,Atchison County,5305
 Missouri,Audrain County,24962
 Missouri,Barry County,34534
 Missouri,Barton County,11637
 Missouri,Bates County,16042
 Missouri,Benton County,19394
 Missouri,Bollinger County,10567
 Missouri,Boone County,183610
 Missouri,Buchanan County,84793
 Missouri,Butler County,42130
 Missouri,Caldwell County,8815
 Missouri,Callaway County,44283
 Missouri,Camden County,42745
 Missouri,Cape Girardeau County,81710
 Missouri,Carroll County,8495
 Missouri,Carter County,5202
 Missouri,Cass County,107824
 Missouri,Cedar County,14188
 Missouri,Chariton County,7408
 Missouri,Christian County,88842
 Missouri,Clark County,6634
 Missouri,Clay County,253335
 Missouri,Clinton County,21184
 Missouri,Cole County,77279
 Missouri,Cooper County,17103
 Missouri,Crawford County,23056
 Missouri,Dade County,7569
 Missouri,Dallas County,17071
 Missouri,Daviess County,8430
 Missouri,DeKalb County,11029
 Missouri,Dent County,14421
 Missouri,Douglas County,11578
 Missouri,Dunklin County,28283
 Missouri,Franklin County,104682
 Missouri,Gasconade County,14794
 Missouri,Gentry County,6162
 Missouri,Greene County,298915
 Missouri,Grundy County,9808
 Missouri,Harrison County,8157
 Missouri,Henry County,21946
 Missouri,Hickory County,8279
 Missouri,Holt County,4223
 Missouri,Howard County,10151
 Missouri,Howell County,39750
 Missouri,Iron County,9537
 Missouri,Jackson County,717204
 Missouri,Jasper County,122761
 Missouri,Jefferson County,226739
 Missouri,Johnson County,54013
 Missouri,Knox County,3744
 Missouri,Laclede County,36039
 Missouri,Lafayette County,32984
 Missouri,Lawrence County,38001
 Missouri,Lewis County,10032
 Missouri,Lincoln County,59574
 Missouri,Linn County,11874
 Missouri,Livingston County,14557
 Missouri,McDonald County,23303
 Missouri,Macon County,15209
 Missouri,Madison County,12626
 Missouri,Maries County,8432
 Missouri,Marion County,28525
 Missouri,Mercer County,3538
 Missouri,Miller County,24722
 Missouri,Mississippi County,12577
 Missouri,Moniteau County,15473
 Missouri,Monroe County,8666
 Missouri,Montgomery County,11322
 Missouri,Morgan County,21006
 Missouri,New Madrid County,16434
 Missouri,Newton County,58648
 Missouri,Nodaway County,21241
 Missouri,Oregon County,8635
 Missouri,Osage County,13274
 Missouri,Ozark County,8553
 Missouri,Pemiscot County,15661
 Missouri,Perry County,18956
 Missouri,Pettis County,42980
 Missouri,Phelps County,44638
 Missouri,Pike County,17587
 Missouri,Platte County,106718
 Missouri,Polk County,31519
 Missouri,Pulaski County,53955
 Missouri,Putnam County,4681
 Missouri,Ralls County,10355
 Missouri,Randolph County,24716
 Missouri,Ray County,23158
 Missouri,Reynolds County,6096
 Missouri,Ripley County,10679
 Missouri,St. Charles County,405262
 Missouri,St. Clair County,9284
 Missouri,Ste. Genevieve County,18479
 Missouri,St. Francois County,66922
 Missouri,St. Louis County,1004125
 Missouri,Saline County,23333
 Missouri,Schuyler County,4032
 Missouri,Scotland County,4716
 Missouri,Scott County,38059
 Missouri,Shannon County,7031
 Missouri,Shelby County,6103
 Missouri,Stoddard County,28672
 Missouri,Stone County,31076
 Missouri,Sullivan County,5999
 Missouri,Taney County,56066
 Missouri,Texas County,24487
 Missouri,Vernon County,19707
 Missouri,Warren County,35532
 Missouri,Washington County,23514
 Missouri,Wayne County,10974
 Missouri,Webster County,39085
 Missouri,Worth County,1973
 Missouri,Wright County,18188
 Missouri,St. Louis city,301578
 Montana,Beaverhead County,9371
 Montana,Big Horn County,13124
 Montana,Blaine County,7044
 Montana,Broadwater County,6774
 Montana,Carbon County,10473
 Montana,Carter County,1415
 Montana,Cascade County,84414
 Montana,Chouteau County,5895
 Montana,Custer County,11867
 Montana,Daniels County,1661
 Montana,Dawson County,8940
 Montana,Deer Lodge County,9421
 Montana,Fallon County,3049
 Montana,Fergus County,11446
 Montana,Flathead County,104357
 Montana,Gallatin County,118960
 Montana,Garfield County,1173
 Montana,Glacier County,13778
 Montana,Golden Valley County,823
 Montana,Granite County,3309
 Montana,Hill County,16309
 Montana,Jefferson County,12085
 Montana,Judith Basin County,2023
 Montana,Lake County,31134
 Montana,Lewis and Clark County,70973
 Montana,Liberty County,1959
 Montana,Lincoln County,19677
 Montana,McCone County,1729
 Montana,Madison County,8623
 Montana,Meagher County,1927
 Montana,Mineral County,4535
 Montana,Missoula County,117922
 Montana,Musselshell County,4730
 Montana,Park County,17191
 Montana,Petroleum County,496
 Montana,Phillips County,4217
 Montana,Pondera County,5898
 Montana,Powder River County,1694
 Montana,Powell County,6946
 Montana,Prairie County,1088
 Montana,Ravalli County,44174
 Montana,Richland County,11491
 Montana,Roosevelt County,10794
 Montana,Rosebud County,8329
 Montana,Sanders County,12400
 Montana,Sheridan County,3539
 Montana,Silver Bow County,35133
 Montana,Stillwater County,8963
 Montana,Sweet Grass County,3678
 Montana,Teton County,6226
 Montana,Toole County,4971
 Montana,Treasure County,762
 Montana,Valley County,7578
 Montana,Wheatland County,2069
 Montana,Wibaux County,937
 Montana,Yellowstone County,164731
 Nebraska,Adams County,31205
 Nebraska,Antelope County,6295
 Nebraska,Arthur County,434
 Nebraska,Banner County,674
 Nebraska,Blaine County,431
 Nebraska,Boone County,5379
 Nebraska,Box Butte County,10842
 Nebraska,Boyd County,1810
 Nebraska,Brown County,2903
 Nebraska,Buffalo County,50084
 Nebraska,Burt County,6722
 Nebraska,Butler County,8369
 Nebraska,Cass County,26598
 Nebraska,Cedar County,8380
 Nebraska,Chase County,3893
 Nebraska,Cherry County,5455
 Nebraska,Cheyenne County,9468
 Nebraska,Clay County,6104
 Nebraska,Colfax County,10582
 Nebraska,Cuming County,9013
 Nebraska,Custer County,10545
 Nebraska,Dakota County,21582
 Nebraska,Dawes County,8199
 Nebraska,Dawson County,24111
 Nebraska,Deuel County,1838
 Nebraska,Dixon County,5606
 Nebraska,Dodge County,37167
 Nebraska,Douglas County,584526
 Nebraska,Dundy County,1654
 Nebraska,Fillmore County,5551
 Nebraska,Franklin County,2889
 Nebraska,Frontier County,2519
 Nebraska,Furnas County,4636
 Nebraska,Gage County,21704
 Nebraska,Garden County,1874
 Nebraska,Garfield County,1813
 Nebraska,Gosper County,1893
 Nebraska,Grant County,611
 Nebraska,Greeley County,2188
 Nebraska,Hall County,62895
 Nebraska,Hamilton County,9429
 Nebraska,Harlan County,3073
 Nebraska,Hayes County,856
 Nebraska,Hitchcock County,2616
 Nebraska,Holt County,10127
 Nebraska,Hooker County,711
 Nebraska,Howard County,6475
 Nebraska,Jefferson County,7240
 Nebraska,Johnson County,5290
 Nebraska,Kearney County,6688
 Nebraska,Keith County,8335
 Nebraska,Keya Paha County,769
 Nebraska,Kimball County,3434
 Nebraska,Knox County,8391
 Nebraska,Lancaster County,322608
 Nebraska,Lincoln County,34676
 Nebraska,Logan County,716
 Nebraska,Loup County,607
 Nebraska,McPherson County,399
 Nebraska,Madison County,35585
 Nebraska,Merrick County,7668
 Nebraska,Morrill County,4555
 Nebraska,Nance County,3380
 Nebraska,Nemaha County,7074
 Nebraska,Nuckolls County,4095
 Nebraska,Otoe County,15912
 Nebraska,Pawnee County,2544
 Nebraska,Perkins County,2858
 Nebraska,Phelps County,8968
 Nebraska,Pierce County,7317
 Nebraska,Platte County,34296
 Nebraska,Polk County,5214
 Nebraska,Red Willow County,10702
 Nebraska,Richardson County,7871
 Nebraska,Rock County,1262
 Nebraska,Saline County,14292
 Nebraska,Sarpy County,190604
 Nebraska,Saunders County,22278
 Nebraska,Scotts Bluff County,36084
 Nebraska,Seward County,17609
 Nebraska,Sheridan County,5127
 Nebraska,Sherman County,2959
 Nebraska,Sioux County,1135
 Nebraska,Stanton County,5842
 Nebraska,Thayer County,5034
 Nebraska,Thomas County,669
 Nebraska,Thurston County,6773
 Nebraska,Valley County,4059
 Nebraska,Washington County,20865
 Nebraska,Wayne County,9697
 Nebraska,Webster County,3395
 Nebraska,Wheeler County,774
 Nebraska,York County,14125
 Nevada,Churchill County,25516
 Nevada,Clark County,2265461
 Nevada,Douglas County,49488
 Nevada,Elko County,53702
 Nevada,Esmeralda County,729
 Nevada,Eureka County,1855
 Nevada,Humboldt County,17285
 Nevada,Lander County,5734
 Nevada,Lincoln County,4499
 Nevada,Lyon County,59235
 Nevada,Mineral County,4554
 Nevada,Nye County,51591
 Nevada,Pershing County,6650
 Nevada,Storey County,4104
 Nevada,Washoe County,486492
 Nevada,White Pine County,9080
 Nevada,Carson City,58639
 New Hampshire,Belknap County,63705
 New Hampshire,Carroll County,50107
 New Hampshire,Cheshire County,76458
 New Hampshire,Coos County,31268
 New Hampshire,Grafton County,91118
 New Hampshire,Hillsborough County,422937
 New Hampshire,Merrimack County,153808
 New Hampshire,Rockingham County,314176
 New Hampshire,Strafford County,130889
 New Hampshire,Sullivan County,43063
 New Jersey,Atlantic County,274534
 New Jersey,Bergen County,955732
 New Jersey,Burlington County,461860
 New Jersey,Camden County,523485
 New Jersey,Cape May County,95263
 New Jersey,Cumberland County,154152
 New Jersey,Essex County,863728
 New Jersey,Gloucester County,302294
 New Jersey,Hudson County,724854
 New Jersey,Hunterdon County,128947
 New Jersey,Mercer County,387340
 New Jersey,Middlesex County,863162
 New Jersey,Monmouth County,643615
 New Jersey,Morris County,509285
 New Jersey,Ocean County,637229
 New Jersey,Passaic County,524118
 New Jersey,Salem County,64837
 New Jersey,Somerset County,345361
 New Jersey,Sussex County,144221
 New Jersey,Union County,575345
 New Jersey,Warren County,109632
 New Mexico,Bernalillo County,676444
 New Mexico,Catron County,3579
 New Mexico,Chaves County,65157
 New Mexico,Cibola County,27172
 New Mexico,Colfax County,12387
 New Mexico,Curry County,48430
 New Mexico,De Baca County,1698
 New Mexico,Doña Ana County,219561
 New Mexico,Eddy County,62314
 New Mexico,Grant County,28185
 New Mexico,Guadalupe County,4452
 New Mexico,Harding County,657
 New Mexico,Hidalgo County,4178
 New Mexico,Lea County,74455
 New Mexico,Lincoln County,20269
 New Mexico,Los Alamos County,19419
 New Mexico,Luna County,25427
 New Mexico,McKinley County,72902
