Place_Name,City,Latitude,Longitude,State
Dwight D Eisenhower Boyhood Home,Abilene,38.9123573,-97.2120094,Kansas
Dwight D Eisenhower Boyhood Home,Abilene,38.9123573,-97.2120094,Kansas
East CCC Historical Society,Burden,37.3169871,-96.7532523,Kansas
East CCC Historical Society,Burden,37.3169871,-96.7532523,Kansas
Edwards County Historical Museum and Sod House,Kinsley,37.9177363,-99.4221397,Kansas
Edwards County Historical Museum and Sod House,Kinsley,37.9177363,-99.4221397,Kansas
Edwards County Historical Museum and Sod House,Kinsley,37.9177363,-99.4221397,Kansas
Edwards County Historical Museum and Sod House,Kinsley,37.9177363,-99.4221397,Kansas
Edwards County Historical Museum and Sod House,Kinsley,37.9177363,-99.4221397,Kansas
El Cuartelejo,Scott City,38.6768293,-100.9148925,Kansas
El Cuartelejo,Scott City,38.6768293,-100.9148925,Kansas
El Cuartelejo,Scott City,38.6768293,-100.9148925,Kansas
El Cuartelejo,Scott City,38.6768293,-100.9148925,Kansas
El Cuartelejo,Scott City,38.6768293,-100.9148925,Kansas
El Quartelejo Museum,Scott City,38.4827857,-100.9182503,Kansas
El Quartelejo Museum,Scott City,38.4827857,-100.9182503,Kansas
El Quartelejo Museum,Scott City,38.4827857,-100.9182503,Kansas
El Quartelejo Museum,Scott City,38.4827857,-100.9182503,Kansas
El Quartelejo Museum,Scott City,38.4827857,-100.9182503,Kansas
El Quartelejo Museum,Scott City,38.4827857,-100.9182503,Kansas
Ellinwood Cemetery,Ellinwood,38.3486854,-98.5737928,Kansas
Ellis County Historical Society,Hays,38.8697144,-99.3323813,Kansas
Ellis County Historical Society,Hays,38.8697144,-99.3323813,Kansas
Ellis County Historical Society,Hays,38.8697144,-99.3323813,Kansas
Ellis County Historical Society,Hays,38.8697144,-99.3323813,Kansas
Ellis County Historical Society,Hays,38.8697144,-99.3323813,Kansas
Ellis Railroad Museum,Ellis,38.9384203,-99.5600955,Kansas
Ellis Railroad Museum,Ellis,38.9384203,-99.5600955,Kansas
End of the Chisholm Trail Marker,Abilene,38.9161421,-97.2141686,Kansas
Father Padilla Cross and Historic Marker,Lyons,38.3475135,-98.2765413,Kansas
Father Padilla Cross and Historic Marker,Lyons,38.3475135,-98.2765413,Kansas
Father Padilla Cross and Historic Marker,Lyons,38.3475135,-98.2765413,Kansas
Father Padilla Cross and Historic Marker,Lyons,38.3475135,-98.2765413,Kansas
Father Padilla Cross and Historic Marker,Lyons,38.3475135,-98.2765413,Kansas
Fick Fossil & History Museum,Oakley,39.1279519,-100.8616602,Kansas
Fick Fossil & History Museum,Oakley,39.1279519,-100.8616602,Kansas
Fick Fossil & History Museum,Oakley,39.1279519,-100.8616602,Kansas
Fick Fossil & History Museum,Oakley,39.1279519,-100.8616602,Kansas
Fike Park,Colby,39.4000358,-101.0446605,Kansas
Fike Park,Colby,39.4000358,-101.0446605,Kansas
Fike Park,Colby,39.4000358,-101.0446605,Kansas
Finney County Museum,Garden City,37.9602562,-100.8709223,Kansas
Finney County Museum,Garden City,37.9602562,-100.8709223,Kansas
Finney County Museum,Garden City,37.9602562,-100.8709223,Kansas
Finney County Museum,Garden City,37.9602562,-100.8709223,Kansas
Finney County Museum,Garden City,37.9602562,-100.8709223,Kansas
First Territorial Capitol State Historic Site,Fort Riley,39.0852807,-96.7621019,Kansas
First Territorial Capitol State Historic Site,Fort Riley,39.0852807,-96.7621019,Kansas
First Territorial Capitol State Historic Site,Fort Riley,39.0852807,-96.7621019,Kansas
First Territorial Capitol State Historic Site,Fort Riley,39.0852807,-96.7621019,Kansas
First Territorial Capitol State Historic Site,Fort Riley,39.0852807,-96.7621019,Kansas
First Territorial Capitol State Historic Site,Fort Riley,39.0852807,-96.7621019,Kansas
First Territorial Capitol State Historic Site,Fort Riley,39.0852807,-96.7621019,Kansas
Florence Deeble Rock Garden,Lucas,39.0585202,-98.5364805,Kansas
Florence Deeble Rock Garden,Lucas,39.0585202,-98.5364805,Kansas
Florence Deeble Rock Garden,Lucas,39.0585202,-98.5364805,Kansas
Florence Deeble Rock Garden,Lucas,39.0585202,-98.5364805,Kansas
Ford County Historical Society,Dodge City,37.7538328,-100.0198411,Kansas
Ford County Historical Society,Dodge City,37.7538328,-100.0198411,Kansas
Ford County Historical Society,Dodge City,37.7538328,-100.0198411,Kansas
Former Missouri-Kansas-Texas Depot,Council Grove,38.6618761,-96.4801873,Kansas
Former Missouri-Kansas-Texas Depot,Council Grove,38.6618761,-96.4801873,Kansas
Former Missouri-Kansas-Texas Depot,Council Grove,38.6618761,-96.4801873,Kansas
Former Missouri-Kansas-Texas Depot,Council Grove,38.6618761,-96.4801873,Kansas
Former Missouri-Kansas-Texas Depot,Council Grove,38.6618761,-96.4801873,Kansas
Former Rock Island Railroad Depot,Hutchinson,38.0473891,-97.9297192,Kansas
Former Rock Island Railroad Depot,Hutchinson,38.0473891,-97.9297192,Kansas
Former Rock Island Railroad Depot,Hutchinson,38.0473891,-97.9297192,Kansas
Former Rock Island Railroad Depot,Hutchinson,38.0473891,-97.9297192,Kansas
Former Santa Fe Depot,Abilene,38.9135312,-97.2147612,Kansas
Former Santa Fe Depot,Abilene,38.9135312,-97.2147612,Kansas
Fort Bissell Museum,Phillipsburg,39.7554363,-99.332581,Kansas
Fort Bissell Museum,Phillipsburg,39.7554363,-99.332581,Kansas
Fort Bissell Museum,Phillipsburg,39.7554363,-99.332581,Kansas
Fort Bissell Museum,Phillipsburg,39.7554363,-99.332581,Kansas
Fort Bissell Museum,Phillipsburg,39.7554363,-99.332581,Kansas
Fort Bissell Museum,Phillipsburg,39.7554363,-99.332581,Kansas
Fort Brooks - Historical Marker,Mulberry,39.5668671,-97.337088,Kansas
Fort Brooks - Historical Marker,Mulberry,39.5668671,-97.337088,Kansas
Fort Brooks - Historical Marker,Mulberry,39.5668671,-97.337088,Kansas
Fort Dodge Camp Supply Military Road,Minneola,37.4906872,-99.8873312,Kansas
Fort Dodge Camp Supply Military Road,Minneola,37.4906872,-99.8873312,Kansas
Fort Dodge Camp Supply Military Road,Minneola,37.4906872,-99.8873312,Kansas
Fort Dodge Camp Supply Military Road,Minneola,37.4906872,-99.8873312,Kansas
Fort Harker Officers Quarters,Kanopolis,38.7105275,-98.1588626,Kansas
Fort Hays State Historic Site,Hays,38.862995,-99.341484,Kansas
Fort Hays State Historic Site,Hays,38.862995,-99.341484,Kansas
Fort Hays State Historic Site,Hays,38.862995,-99.341484,Kansas
Fort Hays State Historic Site,Hays,38.862995,-99.341484,Kansas
Fort Hays State Historic Site,Hays,38.862995,-99.341484,Kansas
Fort Larned National Historic Site,Larned,38.182531,-99.2211372,Kansas
Fort Larned National Historic Site,Larned,38.182531,-99.2211372,Kansas
Fort Larned National Historic Site,Larned,38.182531,-99.2211372,Kansas
Fort Larned National Historic Site,Larned,38.182531,-99.2211372,Kansas
Fort Larned National Historic Site,Larned,38.182531,-99.2211372,Kansas
Fort Larned Visitor Center,Larned,38.1826114,-99.2210738,Kansas
Fort Leavenworth - Fort Riley Military Road,Manhattan,39.1588092,-96.6817779,Kansas
Fort Leavenworth - Fort Riley Military Road,Manhattan,39.1588092,-96.6817779,Kansas
Fort Leavenworth - Fort Riley Military Road,Manhattan,39.1588092,-96.6817779,Kansas
Fort Leavenworth - Fort Riley Military Road,Manhattan,39.1588092,-96.6817779,Kansas
Fort Row,Fredonia,37.6683801,-95.8330553,Kansas
Fort Scott National Historic Site,Fort Scott,37.8434508,-94.7042879,Kansas
Fort Scott National Historic Site,Fort Scott,37.8434508,-94.7042879,Kansas
Fort Scott National Historic Site,Fort Scott,37.8434508,-94.7042879,Kansas
Fort Titus,Lecompton,39.044316,-95.3913306,Kansas
Fort Titus,Lecompton,39.044316,-95.3913306,Kansas
Fort Titus,Lecompton,39.044316,-95.3913306,Kansas
Fort Titus,Lecompton,39.044316,-95.3913306,Kansas
Fort Titus,Lecompton,39.044316,-95.3913306,Kansas
Fort Wallace Museum,Wallace,38.9103451,-101.5828513,Kansas
Fort Wallace Museum,Wallace,38.9103451,-101.5828513,Kansas
Fort Wallace Museum,Wallace,38.9103451,-101.5828513,Kansas
Fort Wallace Museum,Wallace,38.9103451,-101.5828513,Kansas
Fort Wallace Museum,Wallace,38.9103451,-101.5828513,Kansas
Fort Wallace Museum,Wallace,38.9103451,-101.5828513,Kansas
Fort Wallace Post Cemetery,Wallace,38.9029021,-101.5595393,Kansas
Fort Wallace Post Cemetery,Wallace,38.9029021,-101.5595393,Kansas
Fort Wallace Post Cemetery,Wallace,38.9029021,-101.5595393,Kansas
Fort Wallace Post Cemetery,Wallace,38.9029021,-101.5595393,Kansas
Fort de Cavagnial,Leavenworth,39.3975881,-94.9651977,Kansas
Fossett Plaza,Salina,38.7948981,-97.6420682,Kansas
Fossett Plaza,Salina,38.7948981,-97.6420682,Kansas
Fossett Plaza,Salina,38.7948981,-97.6420682,Kansas
Frank J. and Harvey J. Ablah House,Wichita,37.6866813,-97.2756285,Kansas
Frank J. and Harvey J. Ablah House,Wichita,37.6866813,-97.2756285,Kansas
Frank J. and Harvey J. Ablah House,Wichita,37.6866813,-97.2756285,Kansas
Frank J. and Harvey J. Ablah House,Wichita,37.6866813,-97.2756285,Kansas
Frank J. and Harvey J. Ablah House,Wichita,37.6866813,-97.2756285,Kansas
Franklin County Historical Society Archives & Research Center,Ottawa,38.6237124,-95.241468,Kansas
Franklin County Historical Society Archives & Research Center,Ottawa,38.6237124,-95.241468,Kansas
Franklin D. Roosevelt,Olathe,38.883852,-94.822232,Kansas
Friar Juan Padilla Monument,Township 1,38.6421795,-96.5017437,Kansas
Fromm Stone Arch Bridge,Cambridge,37.3772716,-96.6524222,Kansas
Fromm Stone Arch Bridge,Cambridge,37.3772716,-96.6524222,Kansas
Fromme-Birney Round Barn,Mullinville,37.5268447,-99.5088388,Kansas
Fromme-Birney Round Barn,Mullinville,37.5268447,-99.5088388,Kansas
Fromme-Birney Round Barn,Mullinville,37.5268447,-99.5088388,Kansas
Fromme-Birney Round Barn,Mullinville,37.5268447,-99.5088388,Kansas
Fromme-Birney Round Barn,Mullinville,37.5268447,-99.5088388,Kansas
Frontier Historical Park,Hays,38.8637386,-99.3389522,Kansas
Frontier Historical Park,Hays,38.8637386,-99.3389522,Kansas
Frontier Historical Park,Hays,38.8637386,-99.3389522,Kansas
Frontier Historical Park,Hays,38.8637386,-99.3389522,Kansas
Frontier in Rawlins County,Atwood,39.813983,-101.0448115,Kansas
Frontier in Rawlins County,Atwood,39.813983,-101.0448115,Kansas
Fry'sRuts,Little River,38.3020727,-97.9555163,Kansas
Fry'sRuts,Little River,38.3020727,-97.9555163,Kansas
Fry'sRuts,Little River,38.3020727,-97.9555163,Kansas
Fry'sRuts,Little River,38.3020727,-97.9555163,Kansas
Ft. Blair Historic Site,Baxter Springs,37.0296163,-94.7338869,Kansas
Ft. Blair Historic Site,Baxter Springs,37.0296163,-94.7338869,Kansas
Funston Historical Home,Iola,37.9218055,-95.4058381,Kansas
Funston Historical Home,Iola,37.9218055,-95.4058381,Kansas
Funston Historical Home,Iola,37.9218055,-95.4058381,Kansas
Funston Historical Home,Iola,37.9218055,-95.4058381,Kansas
Galena Calaboose,Galena,37.0757895,-94.6393356,Kansas
Galena Mining & Historical Museum,Galena,37.0751409,-94.642048,Kansas
Galesburg Historical Society & Museum,Galesburg,37.4719153,-95.3554089,Kansas
Galesburg Historical Society & Museum,Galesburg,37.4719153,-95.3554089,Kansas
Garden City Monument Co,Garden City,37.9656704,-100.8750291,Kansas
Garden City Water Tower,Garden City,37.9754223,-100.8722267,Kansas
Garden City Water Tower,Garden City,37.9754223,-100.8722267,Kansas
Garden City Water Tower,Garden City,37.9754223,-100.8722267,Kansas
Garden City Water Tower,Garden City,37.9754223,-100.8722267,Kansas
Garden City Water Tower,Garden City,37.9754223,-100.8722267,Kansas
Gardner Historical Museum,Gardner,38.8112431,-94.9312699,Kansas
Geary County Historical Society,Junction City,39.0278966,-96.8337989,Kansas
Geary County Historical Society,Junction City,39.0278966,-96.8337989,Kansas
Geary County Historical Society,Junction City,39.0278966,-96.8337989,Kansas
Geary County Historical Society,Junction City,39.0278966,-96.8337989,Kansas
Geary County Historical Society,Junction City,39.0278966,-96.8337989,Kansas
Geary County Historical Society,Junction City,39.0278966,-96.8337989,Kansas
Geodetic Center of North America,Tipton,39.224087,-98.542152,Kansas
Geodetic Center of North America,Tipton,39.224087,-98.542152,Kansas
Geodetic Center of North America,Tipton,39.224087,-98.542152,Kansas
Geodetic Center of North America,Tipton,39.224087,-98.542152,Kansas
Goodnow House State Historic Site,Manhattan,39.192832,-96.5955693,Kansas
Goodnow House State Historic Site,Manhattan,39.192832,-96.5955693,Kansas
Goodnow House State Historic Site,Manhattan,39.192832,-96.5955693,Kansas
Goodnow House State Historic Site,Manhattan,39.192832,-96.5955693,Kansas
Goodnow House State Historic Site,Manhattan,39.192832,-96.5955693,Kansas
Goodnow House State Historic Site,Manhattan,39.192832,-96.5955693,Kansas
Gove County Historical Museum,Gove City,38.9575696,-100.4833639,Kansas
Gove County Historical Museum,Gove City,38.9575696,-100.4833639,Kansas
Gove County Historical Museum,Gove City,38.9575696,-100.4833639,Kansas
Graber Mercantile,Pretty Prairie,37.780598,-98.020161,Kansas
Grace Bedell Billings Monument,Delphos,39.273705,-97.7664252,Kansas
Grace Bedell Billings Monument,Delphos,39.273705,-97.7664252,Kansas
Grace Bedell Billings Monument,Delphos,39.273705,-97.7664252,Kansas
Grant County Museum,Ulysses,37.5769426,-101.3552174,Kansas
Grant County Museum,Ulysses,37.5769426,-101.3552174,Kansas
Grant County Museum,Ulysses,37.5769426,-101.3552174,Kansas
Grant County Museum,Ulysses,37.5769426,-101.3552174,Kansas
Grant County Museum,Ulysses,37.5769426,-101.3552174,Kansas
Grant County Museum,Ulysses,37.5769426,-101.3552174,Kansas
Grant County Museum,Ulysses,37.5769426,-101.3552174,Kansas
Grant County Museum,Ulysses,37.5769426,-101.3552174,Kansas
Grant Historic Residences,Goodland,39.3474731,-101.7182464,Kansas
Grant Historic Residences,Goodland,39.3474731,-101.7182464,Kansas
Greeley County Historical Soc,Tribune,38.4710747,-101.7508081,Kansas
Greeley County Historical Soc,Tribune,38.4710747,-101.7508081,Kansas
Greeley County Historical Soc,Tribune,38.4710747,-101.7508081,Kansas
Greeley County Historical Society,Tribune,38.4703044,-101.7522588,Kansas
Greeley County Historical Society,Tribune,38.4703044,-101.7522588,Kansas
Greeley County Historical Society,Tribune,38.4703044,-101.7522588,Kansas
Greenwood County Historical Society,Eureka,37.8223962,-96.2951936,Kansas
Greenwood County Historical Society,Eureka,37.8223962,-96.2951936,Kansas
Greenwood County Historical Society,Eureka,37.8223962,-96.2951936,Kansas
Greenwood County Historical Society,Eureka,37.8223962,-96.2951936,Kansas
Greenwood County Historical Society,Eureka,37.8223962,-96.2951936,Kansas
Greenwood County Historical Society,Eureka,37.8223962,-96.2951936,Kansas
Grinter Place State Historic Site,Kansas City,39.074941,-94.7601058,Kansas
Grinter Place State Historic Site,Kansas City,39.074941,-94.7601058,Kansas
Grinter Place State Historic Site,Kansas City,39.074941,-94.7601058,Kansas
Grinter Place State Historic Site,Kansas City,39.074941,-94.7601058,Kansas
Gypsum Hills Scenic Byway Info Kiosk,Medicine Lodge,37.2817423,-98.7489983,Kansas
Gypsum Hills Scenic Byway Info Kiosk,Medicine Lodge,37.2817423,-98.7489983,Kansas
Gypsum Hills Scenic Byway Info Kiosk,Medicine Lodge,37.2817423,-98.7489983,Kansas
Hadley Island,Kansas City,39.0818068,-94.6532645,Kansas
Hadley Island,Kansas City,39.0818068,-94.6532645,Kansas
Hadley Island,Kansas City,39.0818068,-94.6532645,Kansas
Hamilton County Historical,Syracuse,37.9804503,-101.7514317,Kansas
Hamilton County Historical,Syracuse,37.9804503,-101.7514317,Kansas
Hamilton County Historical,Syracuse,37.9804503,-101.7514317,Kansas
Hamilton County Historical,Syracuse,37.9804503,-101.7514317,Kansas
Hans Hanson House,Marquette,38.5567074,-97.8318844,Kansas
Hans Hanson House,Marquette,38.5567074,-97.8318844,Kansas
Hans Hanson House,Marquette,38.5567074,-97.8318844,Kansas
Hans Hanson House,Marquette,38.5567074,-97.8318844,Kansas
Hartford Calaboose,Hartford,38.308111,-95.9577755,Kansas
Hartford Calaboose,Hartford,38.308111,-95.9577755,Kansas
Hartford Calaboose,Hartford,38.308111,-95.9577755,Kansas
Hartford Calaboose,Hartford,38.308111,-95.9577755,Kansas
Harvey County Historical Society,Newton,38.0442092,-97.345556,Kansas
Harvey County Historical Society,Newton,38.0442092,-97.345556,Kansas
Harvey County Historical Society,Newton,38.0442092,-97.345556,Kansas
Harvey County Historical Society,Newton,38.0442092,-97.345556,Kansas
Harvey County Historical Society,Newton,38.0442092,-97.345556,Kansas
Haskell County Historical,Sublette,37.478262,-100.8364858,Kansas
Haskell County Historical,Sublette,37.478262,-100.8364858,Kansas
Haskell County Historical,Sublette,37.478262,-100.8364858,Kansas
Haskell County Historical,Sublette,37.478262,-100.8364858,Kansas
Haskell County Historical,Sublette,37.478262,-100.8364858,Kansas
Haskell County Historical,Sublette,37.478262,-100.8364858,Kansas
Haun Museum,Jetmore,38.0849028,-99.893992,Kansas
Haun Museum,Jetmore,38.0849028,-99.893992,Kansas
Haystack Mound,Brookville,38.824631,-97.9308,Kansas
Haystack Mound,Brookville,38.824631,-97.9308,Kansas
Haystack Mound,Brookville,38.824631,-97.9308,Kansas
Haystack Mound,Brookville,38.824631,-97.9308,Kansas
Haystack Mound,Brookville,38.824631,-97.9308,Kansas
Heaton Building,Norton,39.8289205,-99.8890492,Kansas
Henry John Neuschwanger Homestead,Osborne,39.3982753,-98.8537151,Kansas
Henry John Neuschwanger Homestead,Osborne,39.3982753,-98.8537151,Kansas
Henry John Neuschwanger Homestead,Osborne,39.3982753,-98.8537151,Kansas
Henry John Neuschwanger Homestead,Osborne,39.3982753,-98.8537151,Kansas
Herington Historical Society,Herington,38.6635276,-96.9434822,Kansas
Herington Historical Society,Herington,38.6635276,-96.9434822,Kansas
Herington Historical Society,Herington,38.6635276,-96.9434822,Kansas
Herington Historical Society,Herington,38.6635276,-96.9434822,Kansas
Herington Historical Society,Herington,38.6635276,-96.9434822,Kansas
Heritage Park Barn,Olathe,38.8127203,-94.7432311,Kansas
Heritage Park Barn,Olathe,38.8127203,-94.7432311,Kansas
Heritage Park Barn,Olathe,38.8127203,-94.7432311,Kansas
Heritage Park Barn,Olathe,38.8127203,-94.7432311,Kansas
Hermit's Cave,Council Grove,38.6624752,-96.4943197,Kansas
Heym-Oliver House,Russell,38.8903454,-98.8584526,Kansas
Heym-Oliver House,Russell,38.8903454,-98.8584526,Kansas
Higgin?ÇÖs Ranch,Madison,38.1681548,-96.1582711,Kansas
Higgin?ÇÖs Ranch,Madison,38.1681548,-96.1582711,Kansas
Higgin?ÇÖs Ranch,Madison,38.1681548,-96.1582711,Kansas
High Plains Heritage Foundation,Liberal,37.0511412,-100.9202246,Kansas
High Plains Heritage Foundation,Liberal,37.0511412,-100.9202246,Kansas
High Plains Heritage Foundation,Liberal,37.0511412,-100.9202246,Kansas
High Plains Museum,Goodland,39.3408935,-101.7054026,Kansas
High Plains Museum,Goodland,39.3408935,-101.7054026,Kansas
High Plains Museum,Goodland,39.3408935,-101.7054026,Kansas
High Plains Museum,Goodland,39.3408935,-101.7054026,Kansas
Historic Adobe Museum,Ulysses,37.5770652,-101.3552232,Kansas
Historic Adobe Museum,Ulysses,37.5770652,-101.3552232,Kansas
Historic Adobe Museum,Ulysses,37.5770652,-101.3552232,Kansas
Historic Adobe Museum,Ulysses,37.5770652,-101.3552232,Kansas
Historic Adobe Museum,Ulysses,37.5770652,-101.3552232,Kansas
Historic Adobe Museum,Ulysses,37.5770652,-101.3552232,Kansas
Historic Adobe Museum,Ulysses,37.5770652,-101.3552232,Kansas
Historic Adobe Museum,Ulysses,37.5770652,-101.3552232,Kansas
Historic Anthony Theatre,Anthony,37.1520437,-98.0325182,Kansas
Historic Anthony Theatre,Anthony,37.1520437,-98.0325182,Kansas
Historic Chisholm Trail Mulberry Tree Marker,Wichita,37.6803338,-97.3556931,Kansas
Historic Chisholm Trail Mulberry Tree Marker,Wichita,37.6803338,-97.3556931,Kansas
Historic Chisholm Trail Mulberry Tree Marker,Wichita,37.6803338,-97.3556931,Kansas
Historic Chisholm Trail Mulberry Tree Marker,Wichita,37.6803338,-97.3556931,Kansas
Historic Chisholm Trail Mulberry Tree Marker,Wichita,37.6803338,-97.3556931,Kansas
Historic Deep Creek Schoolhouse,Manhattan,39.1208508,-96.4825012,Kansas
Historic Deep Creek Schoolhouse,Manhattan,39.1208508,-96.4825012,Kansas
Historic Deep Creek Schoolhouse,Manhattan,39.1208508,-96.4825012,Kansas
Historic Deep Creek Schoolhouse,Manhattan,39.1208508,-96.4825012,Kansas
Historic Deep Creek Schoolhouse,Manhattan,39.1208508,-96.4825012,Kansas
Historic Florence Spring House,Florence,38.2656635,-96.9370203,Kansas
Historic Florence Spring House,Florence,38.2656635,-96.9370203,Kansas
Historic Florence Spring House,Florence,38.2656635,-96.9370203,Kansas
Historic Florence Spring House,Florence,38.2656635,-96.9370203,Kansas
Historic Fort Leavenworth,Atchison,39.4322232,-95.086493,Kansas
Historic Fort Leavenworth,Atchison,39.4322232,-95.086493,Kansas
Historic Fort Leavenworth,Atchison,39.4322232,-95.086493,Kansas
Historic Fort Leavenworth,Atchison,39.4322232,-95.086493,Kansas
Historic Fort Leavenworth,Atchison,39.4322232,-95.086493,Kansas
Historic Fort Leavenworth,Atchison,39.4322232,-95.086493,Kansas
Historic Frisco Railroad Bridge,Keighley,37.6652129,-96.6073646,Kansas
Historic Frisco Railroad Bridge,Keighley,37.6652129,-96.6073646,Kansas
Historic Frisco Railroad Bridge,Keighley,37.6652129,-96.6073646,Kansas
Historic Frisco Railroad Bridge,Keighley,37.6652129,-96.6073646,Kansas
Historic Haggard General Store,Cimarron,37.6351909,-100.3155378,Kansas
Historic Haggard General Store,Cimarron,37.6351909,-100.3155378,Kansas
Historic Haggard General Store,Cimarron,37.6351909,-100.3155378,Kansas
Historic Haggard General Store,Cimarron,37.6351909,-100.3155378,Kansas
Historic Haggard General Store,Cimarron,37.6351909,-100.3155378,Kansas
Historic Lake Scott State Park,Scott City,38.6853256,-100.9252166,Kansas
Historic Lake Scott State Park,Scott City,38.6853256,-100.9252166,Kansas
Historic Lake Scott State Park,Scott City,38.6853256,-100.9252166,Kansas
Historic Lebanon City Jail,Lebanon,39.8087059,-98.5556005,Kansas
Historic Lebanon City Jail,Lebanon,39.8087059,-98.5556005,Kansas
Historic Lebanon City Jail,Lebanon,39.8087059,-98.5556005,Kansas
Historic Lecompton,Lecompton,39.0445903,-95.3921085,Kansas
Historic Lecompton,Lecompton,39.0445903,-95.3921085,Kansas
Historic Lecompton,Lecompton,39.0445903,-95.3921085,Kansas
Historic Lecompton,Lecompton,39.0445903,-95.3921085,Kansas
Historic Lecompton,Lecompton,39.0445903,-95.3921085,Kansas
Historic Lecompton,Lecompton,39.0445903,-95.3921085,Kansas
Historic Lecompton,Lecompton,39.0445903,-95.3921085,Kansas
Historic McPherson Sante Fe Depot,McPherson,38.3723454,-97.6711772,Kansas
Historic McPherson Sante Fe Depot,McPherson,38.3723454,-97.6711772,Kansas
Historic McPherson Sante Fe Depot,McPherson,38.3723454,-97.6711772,Kansas
Historic McPherson Sante Fe Depot,McPherson,38.3723454,-97.6711772,Kansas
Historic McPherson Sante Fe Depot,McPherson,38.3723454,-97.6711772,Kansas
Historic McPherson Sante Fe Depot,McPherson,38.3723454,-97.6711772,Kansas
Historic McPherson Sante Fe Depot,McPherson,38.3723454,-97.6711772,Kansas
Historic Ottawa Trail Bridge (West),Ottawa,38.6196954,-95.2922834,Kansas
Historic Ottawa Trail Bridge (West),Ottawa,38.6196954,-95.2922834,Kansas
Historic Ottawa Trail Bridge (West),Ottawa,38.6196954,-95.2922834,Kansas
Historic Ottawa Trail Bridge (West),Ottawa,38.6196954,-95.2922834,Kansas
Historic Ottawa Trail Bridge (West),Ottawa,38.6196954,-95.2922834,Kansas
Historic Ottawa Trail Bridge (West),Ottawa,38.6196954,-95.2922834,Kansas
Historic Ottawa Trail Bridge (West),Ottawa,38.6196954,-95.2922834,Kansas
Historic Ottawa Trail Bridge (West),Ottawa,38.6196954,-95.2922834,Kansas
Historic Philip Houston House B&B,Rexford,39.4698981,-100.7427046,Kansas
Historic Philip Houston House B&B,Rexford,39.4698981,-100.7427046,Kansas
Historic Philip Houston House B&B,Rexford,39.4698981,-100.7427046,Kansas
Historic Ritchie House,Topeka,39.0427408,-95.6719708,Kansas
Historic Ritchie House,Topeka,39.0427408,-95.6719708,Kansas
Historic Ritchie House,Topeka,39.0427408,-95.6719708,Kansas
Historic Ritchie House,Topeka,39.0427408,-95.6719708,Kansas
Historic Ritchie House,Topeka,39.0427408,-95.6719708,Kansas
Historic Ritchie House,Topeka,39.0427408,-95.6719708,Kansas
Historic Santa Fe Depot,Dodge City,37.7526408,-100.0160383,Kansas
Historic Santa Fe Depot,Dodge City,37.7526408,-100.0160383,Kansas
Historic Santa Fe Depot,Dodge City,37.7526408,-100.0160383,Kansas
Historic Sundials,Dodge City,37.7523595,-100.0151388,Kansas
Historic Sundials,Dodge City,37.7523595,-100.0151388,Kansas
Historic Sundials,Dodge City,37.7523595,-100.0151388,Kansas
Historic Trails Park & Rope Ferry Replica,Marysville,39.8432516,-96.6592611,Kansas
Historic Trails Park & Rope Ferry Replica,Marysville,39.8432516,-96.6592611,Kansas
Historic Wichita Cowtown Inc. Board of Trustees,Wichita,37.6942464,-97.3610666,Kansas
Historic Windsor Hotel,Garden City,37.9685506,-100.8735898,Kansas
Historic Windsor Hotel,Garden City,37.9685506,-100.8735898,Kansas
Historic Windsor Hotel,Garden City,37.9685506,-100.8735898,Kansas
Historic Windsor Hotel,Garden City,37.9685506,-100.8735898,Kansas
Historical Hand-Dug Well,Westmoreland,39.3962435,-96.4080357,Kansas
Historical Hand-Dug Well,Westmoreland,39.3962435,-96.4080357,Kansas
Historical Hand-Dug Well,Westmoreland,39.3962435,-96.4080357,Kansas
Historical Hand-Dug Well,Westmoreland,39.3962435,-96.4080357,Kansas
Historical Hand-Dug Well,Westmoreland,39.3962435,-96.4080357,Kansas
Historical Hand-Dug Well,Westmoreland,39.3962435,-96.4080357,Kansas
Historical Iron Bridge,Garland,37.694469,-94.648896,Kansas
Historical Iron Bridge,Garland,37.694469,-94.648896,Kansas
Historical Marker,Cassoday,38.1193389,-96.5966225,Kansas
Historical Marker,Cassoday,38.1193389,-96.5966225,Kansas
Historical Marker,Cassoday,38.1193389,-96.5966225,Kansas
Historical Marker,Wichita,37.6947307,-97.3546094,Kansas
Historical Museum & Library,Newton,38.0441586,-97.3453629,Kansas
Historical Museum Of Anthony,Anthony,37.1512763,-98.0365376,Kansas
Historical Museum Of Anthony,Anthony,37.1512763,-98.0365376,Kansas
Historical Museum Of Anthony,Anthony,37.1512763,-98.0365376,Kansas
Historical Shrine Church,Valley Falls,39.3463335,-95.4567478,Kansas
Hodgen House Museum Complex,Ellsworth,38.7282831,-98.2326711,Kansas
Hodgen House Museum Complex,Ellsworth,38.7282831,-98.2326711,Kansas
Hodgen House Museum Complex,Ellsworth,38.7282831,-98.2326711,Kansas
Hodgen House Museum Complex,Ellsworth,38.7282831,-98.2326711,Kansas
Hoglund Dugout,Lindsborg,38.5757608,-97.7025198,Kansas
Hoglund Dugout,Lindsborg,38.5757608,-97.7025198,Kansas
Hoglund Dugout,Lindsborg,38.5757608,-97.7025198,Kansas
Hoglund Dugout,Lindsborg,38.5757608,-97.7025198,Kansas
