name,city,longitude,latitude
Oronoque Cemetery,Norton,-100.012163,39.79809
Rolla Cemetery,Rolla,-101.6443846,37.11964184
Adell Cemetery,Dresden,-100.338676,39.538695
Beulah Cemetery,Girard,-94.81522599,37.439182
Saint Michael's Cemetery,Fulton,-94.74181099,38.008971
Sheley Cemetery,Almena,-99.81452099,39.93719
Lund Church Cemetery,Dresden,-100.6094596,39.67006773
Zellmer Cemetery,Prairie View,-99.64552499,39.82062
St. Johns Cemetery,Oberlin,-100.739768,39.893075
Modell Cemetery,Lenora,-99.889791,39.624424
Hoxie Cemetery,Hoxie,-100.443132,39.373241
Samuels Cemetery,Bogue,-99.67906,39.30735
Gettis Cemetery,Lenora,-100.133431,39.6811
Mount Calvary Cemetery,Norton,-99.74003718,39.6506439
Hawkeye Cemetery,Selden,-100.721699,39.598986
Bear Creek Cemetery,Syracuse,-101.9341576,37.76099178
Morland Cemetery,Morland,-100.0699641,39.3433335
Redline Cemetery,Palco,-99.64205799,39.235008
Nicodemus Cemetery,Bogue,-99.62021466,39.40910092
Cedar Bluffs Cemetery,Oberlin,-100.572093,39.988339
Jackson Cemetery,Dresden,-100.40403,39.672782
Rock Creek Cemetery,Penokee,-99.99383199,39.407155
Dresden Cemetery,Dresden,-100.4227849,39.62947418
Buchanan Brown Cemetery,Logan,-99.63987499,39.524793
Wray Cemetery,Norcatur,-100.150621,39.943095
Railsback Cemetery,Norcatur,-100.136717,39.97259564
St. Martins Cemetery,Hoxie,-100.590902,39.339288
Edmond Cemetery,Lenora,-99.82382699,39.637024
Allison Cemetery,Jennings,-100.2472442,39.57391762
Kanona Cemetery,Oberlin,-100.39542,39.813061
Farmingdale Cemetery,Almena,-99.62761,39.901953
Richfield Cemetery,Richfield,-101.7464053,37.26433257
St. Joseph Cemetery,Clayton,-100.11687,39.598527
South Star Cemetery,Lenora,-99.993626,39.480564
Jennings Cemetery,Jennings,-100.305417,39.682504
Fairview Cemetery,Lakin,-101.415239,38.24956481
St. John Cemetery,Grinnell,-100.6855263,39.19090874
Lenora East Cemetery,Lenora,-99.99375899,39.60375
Prairie Home Cemetery,WaKeeney,-99.8567154,39.19011455
Clayton Cemetery,Clayton,-100.187218,39.754644
Redman Cemetery,Norcatur,-100.328213,40.0014
Mount Olive Cemetery,Logan,-99.66981599,39.785559
Edwards Maple Cemetery,Norcatur,-100.32813,39.900475
St. Johns Cemetery,Herndon,-100.684039,39.871671
Prairie Flower Cemetery,Elkhart,-101.7734056,37.09047912
Shirley Cemetery,Norcatur,-100.196399,39.900194
Syracuse Cemetery,Syracuse,-101.7687665,37.9936282
Maple Grove Cemetery,Norcatur,-100.076853,39.886831
Prairie Gem Cemetery,Norton,-99.96594699,39.711467
Kendall Cemetery,Kendall,-101.5417367,37.94317991
Vallonia Cemetery,Oberlin,-100.40381,39.879363
Ebenfleur Cemetery,Kendall,-101.6881112,37.82641376
Lakin Cemetery,Lakin,-101.2481193,37.95124264
Wotton Cemetery,Norcatur,-100.174025,39.965283
Big Timber Cemetery,Jennings,-100.339522,39.754602
Shibboleth Cemetery,Dresden,-100.521165,39.633565
Elkhart Cemetery,Elkhart,-101.890359,37.00948438
Stanton County Cemetery,Johnson,-101.7777555,37.57000916
Memorial Lawn Cemetery,Hill City,-99.84513116,39.39272653
Lodiana Cemetery,Lyons,-98.06290899,38.317973
Bainum Cemetery,Arlington,-98.27077499,37.87724
Stitch Cemetery,Milton,-97.80755299,37.42363
Oak Grove Cemetery,Saint Paul,-95.17066499,37.398444
Geneva Cemetery,Geneva,-95.48091799,38.012929
Oakwood Cemetery,Parsons,-95.23850899,37.335846
Richland Cemetery,Edna,-95.447606,37.133972
Haviland Cemetery,Haviland,-99.10789241,37.62900866
Ladore Cemetery,Galesburg,-95.31695699,37.405539
Old Elsmore Cemetery,Elsmore,-95.17913999,37.819603
Golden Valley Cemetery,Moran,-95.2251986,37.87842812
Elston Cemetery,Altamont,-95.25817,37.198717
Hopewell Cemetery,Byers,-99.00062299,37.80606
Lake Creek Cemetery,Bartlett,-95.24109799,37.048953
Brown Cemetery,St Paul,-95.172751,37.424501
Liberty Cemetery,Medicine Lodge,-98.55034899,37.130691
South Center Cemetery,Thayer,-95.471315,37.430207
Highland Cemetery,Medicine Lodge,-98.58758399,37.291689
Evan Young Cemetery,Humboldt,-95.44748199,37.82004
Maple Grove Cemetery,Humboldt,-95.36151999,37.80816
Elmwood Cemetery,Chanute,-95.44435199,37.669202
Fairview Cemetery,Greensburg,-99.28678127,37.61364638
McKinley Cemetery,Mullinville,-99.47706299,37.632519
Chinn Cemetery,Coats,-98.92203399,37.459945
Grant - Brown Cemetery,Erie,-95.31636699,37.530053
Vance Cemetery,Mound Valley,-95.34923399,37.207686
Wellsford Cemetery,Haviland,-99.014258,37.6253
Salem Cemetery,Humboldt,-95.33599499,37.856441
Harmony Cemetery,Dennis,-95.45802699,37.325381
Griffith Cemetery,Mound Valley,-95.49881699,37.246641
Boles Cemetery,Wellsford,-99.014535,37.564727
Dewitt Cemetery,Humboldt,-95.49240159,37.81970866
Edna Cemetery,Edna,-95.36135999,37.06924
Lodi Cemetery,Hardtner,-98.745427,37.146228
Crown Hill Cemetery,Coldwater,-99.29442699,37.271626
Saint Boniface Cemetery,Sharon,-98.40362599,37.250839
Lakeview Cemetery,Erie,-95.26965899,37.528774
Fowler Cemetery,Walnut,-95.11479199,37.572438
Franklin Cemetery,Parsons,-95.1750326,37.31851176
Friendship Cemetery,Turin,-98.62003199,37.777345
Pleasant Plains Cemetery,Byers,-98.90304442,37.7616111
Hackberry Cemetery,Bartlett,-95.18579899,37.099235
Aetna Cemetery,Lake City,-98.95605999,37.091594
Harmony Cemetery,Drum Creek,-95.59510226,37.23256618
Oak Hill Cemetery,Elk City,-95.893031,37.290831
Leesburg Cemetery,Saint John,-98.69194799,37.899143
Patterson Cemetery,Albert,-98.9967134,38.40203393
Centennial Cemetery,Drum Creek,-95.54721499,37.229808
Strobe Cemetery,Saint John,-98.60116099,38.041582
Restlawn Memorial Park Cemetery,Coffeyville,-95.650371,37.051946
Trinity Lutheran Cemetery,Caney,-95.83739299,37.026804
Concordia Cemetery,Union,-98.75681799,38.68084
Village Creek Cemetery,Chanute,-95.56225699,37.714139
All Saints Cemetery,Liberty,-95.57608899,37.154239
Bethel Cemetery,West Cherry Township,-95.646067,37.276092
Lutheran Cemetery,Kinsley,-99.40504299,38.02874
Great Bend Cemetery,Great Bend,-98.7994035,38.3679273
Fairview Cemetery,Fairview,-98.95981299,38.646123
Golden Cemetery,Sullivan Township,-101.457991,37.475638
Pleasant Valley Cemetery,Chanute,-95.58025899,37.60144
Cedarvale Cemetery,Neosho Falls,-95.56505199,38.001222
Saint Francis Cemetery,Fall River,-95.94304199,37.617825
Saint Andrews Cemetery,West Cherry Township,-95.66630899,37.256479
Quaker Cemetery,Rutland Township,-95.82430457,37.23941093
Boyle Cemetery,Albion,-98.90374042,38.55065516
Caley Cemetery,Fredonia,-95.95848499,37.705187
Little Sandy Cemetery,Fredonia,-95.80741499,37.733622
White Cemetery,Louisburg Township,-95.86402599,37.367438
Saint Martins Cemetery,Piqua,-95.54720599,37.921702
Weakley Cemetery,Fredonia,-95.91102999,37.558908
Toronto Cemetery,Toronto,-95.94259764,37.79206261
Salem Cemetery,Kinsley,-99.44261699,38.033072
Saint Francis Xavier Cemetery,Cherryvale,-95.57552099,37.263186
Saint Mary's Cemetery,Neosho Falls,-95.59981999,37.856258
Grandview Cemetery,Neodesha,-95.64219299,37.385447
Providence Cemetery,Haviland,-99.05141699,37.733459
Hillcrest Memorial Park,South Homestead,-98.77852699,38.435632
Big Sandy Cemetery,Yates Center,-95.84983042,37.76954353
Mount Hope Cemetery,Independence,-95.70497999,37.24173499
Larned Cemetery,Larned,-99.13331443,38.18370067
Woodring Cemetery,Louisburg Township,-95.90109599,37.269796
Askren Cemetery,North Township,-95.83778627,37.9738673
Robbins Cemetery,Coffeyville,-95.71942599,37.033522
Pleasant View Cemetery,Claflin,-98.53704299,38.529714
Calvary Cemetery,Coffeyville,-95.62848999,36.999801
Butner Cemetery,Fredonia,-95.90640999,37.487304
Pleasant Valley Cemetery,Stafford,-98.55306827,37.92551408
Calvary Cemetery,Independence,-95.70506799,37.248308
Bethel Cemetery,Cleveland,-98.508126,38.637789
Hatler Cemetery,Neodesha,-95.69153215,37.49329117
Trimmell Cemetery,Fredonia,-95.87417599,37.682927
Owl Creek Cemetery,Neosho Falls,-95.60993199,37.85297
Walnut Valley Cemetery,Eureka,-98.86740399,38.484918
Colfax Cemetery,Chanute,-95.52582895,37.71764095
Simpson Cemetery,Sycamore Township,-95.81865899,37.327293
Kroner Cemetery,Independence,-95.74945999,37.33024
Cheatham Cemetery,Fredonia,-95.79776499,37.422481
Martin Cemetery,Saint John,-98.77453699,37.956252
Saint Anthony Cemetery,Walnut,-98.99842699,38.499735
Ulysses Cemetery,Ulysses,-101.310095,37.562739
Golden Belt Memorial Park,Great Bend,-98.78497899,38.43331
Pleasant Valley Cemetery,Yates Center,-95.70609999,37.776642
Presbyterian Cemetery,Beaver,-98.62757499,38.652789
Schneider Cemetery,Wheatland,-98.84869599,38.681678
Wayne Cemetery,Lewis,-99.21483199,37.955016
Summit Cemetery,Fredonia,-95.80527599,37.61699
Kellick Cemetery,Coffeyville,-95.58681699,37.068202
Neola Cemetery,Stafford,-98.490272,37.837633
Radical Cemetery,Sycamore Township,-95.74162499,37.288637
O'Dea Cemetery,Moscow,-101.124197,37.372669
Pioneer Cemetery,Fawn Creek Township,-95.80064999,37.039226
Calvary Cemetery,Coffeyville,-95.651284,37.055359
Mount Pleasant Cemetery,Fredonia,-95.93187999,37.407913
Dundee Valley Cemetery,Dundee,-98.87743999,38.312506
Trinity Cemetery,Hudson,-98.65553736,38.10482496
Nickletown Cemetery,North Township,-95.84826368,37.99654861
Rose Valley Cemetery,Saint John,-98.72927499,37.861291
Pawnee Rock Cemetery,Pawnee Rock,-98.98620699,38.277236
Fairview Cemetery,Cherryvale,-95.53422399,37.272676
Shockey Cemetery,Sherman Township,-101.482289,37.671477
Buffalo Cemetery,Buffalo,-95.69822899,37.732552
Ash Valley Cemetery,Larned,-99.21714527,38.29071613
Sunny Side Cemetery,Caney,-95.93001899,37.017356
Peace United Church of Christ Cemetery,Hudson,-98.65842462,38.15919822
Neelands Cemetery,Macksville,-98.86606199,37.900038
Saint Josephs Cemetery,Beaver,-98.66340999,38.652789
Friends Cemetery,Beaver,-98.68385985,38.63875713
Pleasant Valley Cemetery,Altoona,-95.61296172,37.58825713
Feldhut Cemetery,Saint John,-98.63700499,38.041757
Fawn Creek Cemetery,Fawn Creek Township,-95.80192399,37.066741
Fellsburg Cemetery,Lewis,-99.16927499,37.806961
Schaefer Cemetery, ,-95.59192799,37.87837
Bloomingdale Cemetery,Independent,-98.55449399,38.551346
Parker Cemetery,Elk City,-95.85727799,37.263094
Siria Cemetery,Liberty Township,-95.7709412,38.02427462
Saint Francis Xavier Cemetery,Saint John,-98.81980799,38.203761
Hiltz Cemetery,Cherryvale,-95.59396099,37.355033
Saint Josephs Cemetery,Ellinwood,-98.57396599,38.348623
Bethel Cemetery,Kinsley,-99.41328099,37.734705
Fertig Cemetery,Larned,-98.94952827,38.14593913
Rutland Cemetery,Rutland,-95.901114,37.196897
Holy Family Cemetery,Cheyenne,-98.61001299,38.56374
Pleasant Ridge Cemetery,Saint John,-98.87620299,38.247513
Kaila Cemetery,Yates Center,-95.71025381,37.86432723
Hunter Cemetery,Fredonia,-95.90987999,37.636843
Peace Creek Cemetery,Saint John,-98.47285299,38.063625
Star Center Cemetery,Louisburg Township,-95.93338014,37.32036775
Moscow Cemetery,Moscow,-101.192174,37.323078
Saint Anns Cemetery,Grant,-98.93953499,38.522512
Dermot Cemetery,Harmony Township,-101.546495,37.345144
Farmington Cemetery,Fredonia,-95.82413199,37.631917
Eden Valley Cemetery,Saint John,-98.78566499,38.218199
Varner Cemetery,Neodesha,-95.70677499,37.404802
Star Cemetery,Thayer,-95.58036899,37.456155
Point View Cemetery,Larned,-98.91322027,38.13046313
Schoenfeld Cemetery,Wheatland,-98.87668799,38.681512
Rozel Cemetery,Rozel,-99.40536527,38.20412913
Pratt Cemetery,Drum Creek Township,-95.656042,37.23278099
Saint John the Evangelist Catholic Cemetery,Hoisington,-98.79416299,38.520956
Old Kinsley Cemetery,Kinsley,-99.43176599,37.927568
Stafford Cemetery,Stafford,-98.61483287,37.95335176
Montgomery Cemetery,Logan,-98.48086399,38.493134
Prairie Chapel Cemetery,Stafford,-98.64988999,37.897284
Vilas Bethel Cemetery,Chanute,-95.56136999,37.660603
Havana Cemetery,Havana,-95.94107686,37.09509284
Jefferson Cemetery,Fawn Creek Township,-95.747792,37.103588
Salem Cemetery,Hudson,-98.64025699,38.151477
Hillside Cemetery,Kinsley,-99.44900599,37.937517
Saint Nicholas Cemetery,Kinsley,-99.42445099,37.91513899
Hugoton Cemetery,Hugoton,-101.330988,37.164197
Ross Cemetery,Neodesha,-95.72517599,37.424626
Kleine Gemeinde Cemetery,Meade,-100.216465,37.125151
Council Corners Cemetery,Scammon,-94.74356899,37.267
Butler Cemetery,Meade,-100.129499,37.090363
Pleasant Hill Cemetery,Zenda,-98.29956599,37.413536
Hartzler Cemetery,Goodland,-101.59801,39.206946
Gem Cemetery,Gem,-100.905985,39.422782
Swedish Lutheran Cemetery,Herndon,-100.778671,39.813528
Immaculate Conception Cemetery,McDonald,-101.222105,39.885554
Carwood Cemetery,Leoti,-101.457664,38.618904
Salem Evangelical Cemetery,Saint Francis,-101.955623,39.771609
Trinity Cemetery,Atwood,-100.962801,39.92311299
Goodland Cemetery,Goodland,-101.714339,39.365277
Rexford Cemetery,Rexford,-100.737531,39.452146
Evergreen Cemetery,Bird City,-101.485906,39.839901
Bird City Cemetery,Bird City,-101.517943,39.770551
Mount Calvary Cemetery,Atwood,-101.057365,39.813801
Sutton Cemetery,Dighton,-100.611786,38.370727
Chardon Cemetery,Atwood,-101.0385659,39.66155329
Selkirk Cemetery,Leoti,-101.544141,38.479729
Freeland Cemetery,Edison,-101.455811,39.467554
Hackberry Cemetery,Saint Francis,-101.824077,39.91786199
Brownville Cemetery,Winona,-101.3723246,39.19340399
Lydia Methodist Cemetery,Leoti,-101.239931,38.26448
Oakley Cemetery,Oakley,-100.834034,39.13464
Greely County Cemetery,Tribune,-101.753151,38.458748
Dighton Cemetery,Dighton,-100.430139,38.48335
Pleasant Valley Cemetery,Marienthal,-101.2772,38.5927
Scott County Cemetery,Scott City,-100.926328,38.464125
St. Pauls Cemetery,Goodland,-101.693505,39.638884
Mathews Cemetery,Tribune,-101.9933423,38.39342488
Kanorado Cemetery,Kanorado,-102.041182,39.342752
White Rock Cemetery,Dighton,-100.331396,38.625804
Sacred Heart Cemetery,Colby,-101.030987,39.402438
Leoti Cemetery,Leoti,-101.342051,38.468235
Frerichs Cemetery,Goodland,-101.65141,39.279252
Hope Valley Cemetery,Saint Francis,-101.949041,39.886609
Modoc Cemetery,Marienthal,-101.072931,38.496409
St. Johns Cemetery,McDonald,-101.205716,39.91999899
Covenant Cemetery,Herndon,-100.824993,39.814123
Achilles Cemetery,Atwood,-100.833474,39.711385
Zion Cemetery,Saint Francis,-102.011405,39.727472
Battle Creek Cemetery,Saint Francis,-101.938095,39.670046
Hope Cemetery,Saint Paul,-95.16289299,37.528059
Saint Peter's Lutheran Cemetery,Humboldt,-95.40220399,37.775875
Moran Cemetery,Moran,-95.18942199,37.90698099
Ruddick Cemetery,Sawyer,-98.74925799,37.557519
Spring Valley Cemetery,Altamont,-95.24712118,37.22226069
Sunnyside Cemetery,Sun City,-98.902849,37.380883
Hillcrest Cemetery,Mullinville,-99.48456299,37.592242
Gas City Cemetery,Gas,-95.33683501,37.9306492
East Slope Cemetery,Coats,-98.90732099,37.513908
Spring Hill Cemetery,Parsons,-95.25101799,37.288188
Shaw Cemetery,Erie,-95.31648114,37.61584791
Isabel Cemetery,Isabel,-98.56167899,37.456605
Carpenter Cemetery,Iola,-95.45553799,37.976422
Mason Cemetery,Labette,-95.19418099,37.214886
Cairo Cemetery,Pratt,-98.588051,37.644878
Sharon Cemetery,Sharon,-98.42285399,37.23585599
Zion Cemetery,Chanute,-95.52529413,37.68958822
Phillips Cemetery,Oswego,-95.20321699,37.113395
Mount Calvary Cemetery,Parsons,-95.28639999,37.357849
Mount Hope Cemetery,Galesburg,-95.35135999,37.458913
Fairview Cemetery,Mildred,-95.14016099,38.024334
Gillham Cemetery,Moran,-95.11063999,37.97985
Mennonite Cemetery,Protection,-99.47956199,37.118916
Wilsonton Cemetery,Parsons,-95.34021099,37.259907
Pleasant Hill Cemetery,Dennis,-95.39570999,37.318731
West Bethany Cemetery,Galesburg,-95.27054299,37.398025
Brethren Cemetery,Erie,-95.28972599,37.499828
Jenkins Cemetery,Cullison,-98.87954199,37.555852
Elsmore Cemetery,Elsmore,-95.14398599,37.790277
Saint Johns Catholic Cemetery,Gas,-95.33686199,37.932112
Altamont Cemetery,Altamont,-95.29614699,37.179857
Green Lawn Cemetery,Pratt,-98.72621696,37.65953578
Haynesville Cemetery,Turin,-98.57526899,37.791771
Sunset Cemetery,Cullison,-98.91343199,37.624741
Mitchell Cemetery,Montana,-95.12136799,37.251771
Oak Hill Cemetery,Chetopa,-95.07470599,37.025589
Masonic Cemetery,Montanna,-95.13080099,37.265895
Nescatunga Cemetery,Coldwater,-99.239799,37.2299
Riverview Cemetery,Kiowa,-98.46007499,37.021693
Memorial Lawn Cemetery,Parsons,-95.28358299,37.301451
Crane Cemetery,Chanute,-95.51609199,37.601718
Coats Cemetery,Coats,-98.82851399,37.521426
Wooden Cemetery,Altamont,-95.32274899,37.14868
County Farm Cemetery,Oswego,-95.12115299,37.128371
Tibbets Cemetery,Oswego,-95.10409799,37.150646
Galemore Cemetery,Humboldt,-95.39748099,37.776227
La Harpe Cemetery,La Harpe,-95.30256699,37.90687999
Saint Rose Cemetery,Chetopa,-95.07751199,37.026573
Saratoga Cemetery,Pratt,-98.69203399,37.620852
Iola Township Cemetery,Piqua,-95.51871199,37.921662
Mound Valley Cemetery,Mound Valley,-95.39951499,37.199259
Bethany Cemetery,Galesburg,-95.26968999,37.398129
Thayer Cemetery,Thayer,-95.47551099,37.478966
Pleasant Valley Cemetery,La Harpe,-95.332807,38.009516
Oswego Cemetery,Oswego,-95.13168599,37.185519
Bethel Cemetery,Erie,-95.17886599,37.629492
Valley Cemetery,Galesburg,-95.35260099,37.398357
McClintock Kingston Cemetery,Edna,-95.35853514,37.01271623
Pleasant Valley Cemetery,Oswego,-95.11161399,37.098343
East Hill Cemetery,Erie,-95.21472699,37.56378
South Valley Cemetery,Erie,-95.34267899,37.612325
Harmony Cemetery,Savonburg,-95.08883199,37.734012
Hopewell Cemetery,Mound Valley,-95.37438699,37.24474499
Odense Cemetery,Erie,-95.26470299,37.703656
Old Carlyle Cemetery,Iola,-95.41248099,38.01392
Swedish Cemetery,Savonburg,-95.23303599,37.74671
Mount Hope Cemetery,Humboldt,-95.42590117,37.82581579
Penfield Cemetery,Mound Valley,-95.412214,37.145532
Hardtner Cemetery,Hardtner,-98.65030478,37.0219053
Valley City Cemetery,Saint Paul,-95.11450099,37.441885
Fairview Cemetery,Altamont,-95.23609499,37.134739
Cecil Cemetery,Bartlett,-95.24905799,37.032988
Ellison Cemetery,Humboldt,-95.52413899,37.78777
Rosehill Cemetery,Hazelton,-98.38618499,37.093914
Protection Cemetery,Protection,-99.49517099,37.212987
New East Hill Cemetery,Erie,-95.21770099,37.566033
Lucas Cemetery,Edna,-95.27753315,37.0153022
Byers Cemetery,Byers,-98.87599899,37.795959
Saint Francis Cemetery,Saint Paul,-95.15760599,37.513584
Labette Cemetery,Labette,-95.17737099,37.24447499
Saint Pauls Cemetery,Turin,-98.66477699,37.726138
Fussman Cemetery,Humboldt,-95.43692599,37.827262
Wilmore Cemetery,Wilmore,-99.20983899,37.342783
Leib Cemetery,Edna,-95.37798299,37.062979
Mount Moriah Cemetery,Stark,-95.14233999,37.733225
Urbana Cemetery,Galesburg,-95.37879299,37.55153
Avilla Cemetery,Protection,-99.35111199,37.126994
Belvidere Cemetery,Belvidere,-99.04927099,37.455021
Putnam Cemetery,Stark,-95.20469499,37.688511
Pleasant Valley Cemetery,Turin,-98.49658899,37.775916
Leanna Cemetery,Chanute,-95.32361694,37.73255595
Saint Joseph Cemetery,Humboldt,-95.43725399,37.826641
Swede Center Cemetery,Chanute,-95.50763599,37.718699
Mumford Cemetery,Isabel,-98.48609499,37.36924583
Greenwood Cemetery,Chanute,-95.400259,37.667547
Roberts Cemetery,Edna,-95.48667,37.005875
Fairview Cemetery,Parsons,-95.14084999,37.296329
Iuka Township Cemetery,Iuka,-98.73120199,37.734184
Pleasant View Cemetery,Sawyer,-98.63833099,37.514241
Osage Cemetery,Mildred,-95.09681999,38.031404
Plainfield Cemetery,Thayer,-95.50727699,37.449126
Green Lawn Cemetery,Chanute,-95.47521999,37.66099
Richland Cemetery,St Paul,-95.12473199,37.402189
Ellenwood Cemetery,Sawyer,-98.62954199,37.50063
Highland Cemetery,Iola,-95.40183799,37.938422
Morehead Cemetery,Thayer,-95.52502599,37.384609
Iola Cemetery,Iola,-95.41392199,37.923893
Burgess Cemetery,Sharon,-98.39990299,37.369335
Saint Patricks Cemetery,Chanute,-95.46577435,37.67546038
Graceland Cemetery,Meade,-100.319025,37.283006
Saint Agnes Cemetery,Pretty Prairie,-97.97913499,37.832202
Centerville Cemetery,Fort Scott,-94.81896719,37.90042038
Spangler Pleasant Valley Cemetery,Girard,-94.96098399,37.529924
Faith Community Church Cemetery,Galena,-94.67045699,37.072326
Greenwood Cemetery,Newton,-97.32518199,38.045911
West Union Cemetery,Pittsburg,-94.77768299,37.403589
Saint Anthony Cemetery,Weir,-94.759206,37.301938
Springdale Cemetery,Chase,-98.331016,38.362763
Ferguson Cemetery,Waldron,-98.14799799,37.064825
Hatch Cemetery,Uniontown,-95.01276499,37.831587
Shumway Cemetery,Lyons,-98.23560999,38.390981
Turkey Creek Cemetery,Bronson,-94.96578399,37.895932
Ingalls - Logan Cemetery,Ingalls,-100.458256,37.84171
Oliver Cemetery,Perry,-95.59779699,37.765294
Maple Grove Cemetery,Buffalo,-95.76234263,37.66439131
Linder Cemetery,Neosho Falls,-95.55609199,37.856185
Pleasant Valley Cemetery,Larned,-99.09613841,38.07182313
Olivet Cemetery,Albion,-98.85036399,38.543901
Dubuque Cemetery,Beaver,-98.59304899,38.652704
Farm Ridge Cemetery,Sycamore Township,-95.80228699,37.356131
Harrisonville Cemetery,Independence,-95.81387999,37.132098
Bergtal Cemetery,Pawnee Rock,-98.97745899,38.305171
Prattsburg Cemetery,Macksville,-99.00481853,37.82810309
Zion Lutheran Cemetery,Independence,-95.70465246,37.23181648
Bachelder Cemetery,Fredonia,-95.85686299,37.494142
Browns Grove Cemetery,Burdett,-99.53301027,38.17352113
Coyville Cemetery,Coyville,-95.90394892,37.6874519
Jackson Cemetery,Fall River,-95.95234499,37.583613
Elmwood Cemetery,Coffeyville,-95.61901899,37.023293
Highland Center Cemetery,Rutland,-95.82852099,37.208932
Fairview Cemetery,Coffeyville,-95.653883,37.053861
Union Cemetery,Cherokee,-95.54128399,37.063259
Zionville Cemetery,Sullivan Township,-101.3706819,37.43165912
Garfield Cemetery,Garfield,-99.26702827,38.07364113
Trotter Cemetery,Lewis,-99.27844599,37.839461
Carlisle Cemetery,Toronto,-95.93934099,37.745653
Everett Cemetery,Buffalo,-98.90918499,38.376467
Dutro Cemetery,Liberty Township,-95.73915099,37.973915
Belmont Cemetery,Yates Center,-95.77589365,37.83562449
Township Cemetery,Macksville,-98.95936903,37.95712594
Swedish Baptist Cemetery,Herndon,-100.815808,39.821449
Lawn Ridge Cemetery,Goodland,-101.788786,39.626939
Scott Mennonite Cemetery,Scott City,-101.0373241,38.65690502
Grace Cemetery,McDonald,-101.383102,39.784802
Union Cemetery,Herndon,-100.796478,39.92571899
Mayflower Cemetery,McDonald,-101.306801,39.900639
Clough Valley Cemetery,Saint Francis,-102.031755,39.84367767
Edison Cemetery,Edison,-101.558223,39.337501
Ilion Cemetery,Atwood,-101.160865,39.61228
St. Mary's Cemetery,Herndon,-100.799892,39.915796
Brewster Cemetery,Edison,-101.39175,39.36019
Sunnyside Cemetery,Brewster,-101.5110082,39.58313727
Lone Star Cemetery,Atwood,-100.908515,39.613723
Gar Cemetery,Saint Francis,-101.79627,39.815001
St. Francis Cemetery,Saint Francis,-101.779619,39.777215
Emanuel Cemetery,Saint Francis,-101.889356,39.943959
Summers Township Cemetery,Colby,-101.0550697,39.23397768
Bethany Cemetery,Tribune,-101.641475,38.683376
Prairie View Cemetery,Scott City,-100.9513232,38.26623547
St. Theresa Cemetery,Leoti,-101.5115747,38.57154681
Beulah Cemetery,Colby,-101.038506,39.38991
St. Mary's Cemetery,Marienthal,-101.206753,38.482462
Hollenbeck Cemetery,Brewster,-101.4651728,39.37339499
Thomas Cemetery,Dighton,-100.27248,38.332407
Pence Cemetery,Scott City,-101.08215,38.669748
Rose Hill Cemetery,Ludell,-100.953456,39.839954
Enterprise Cemetery,Atwood,-101.158734,39.914665
German Plains Cemetery,Saint Francis,-102.0028222,39.87187285
Greisler Cemetery,Bird City,-101.562249,39.669997
Menlo Cemetery,Rexford,-100.738946,39.371776
Salem Lutheran Cemetery,Saint Francis,-101.913174,39.815133
Rodgers Cemetery,Tribune,-101.966647,38.494793
New Liberty Cemetery,Goodland,-101.872721,39.437192
Evangelical Cemetery,Herndon,-100.758131,39.91622
Hamper Cemetery,Ludell,-100.907933,39.881947
Beulah Cemetery,Leoti,-101.312327,38.664052
St. Patrick Cemetery,Atwood,-100.8916,39.611106
St. Cyril Cemetery,Atwood,-101.110026,39.943446
Mingo Cemetery,Colby,-100.96176,39.292371
Cumberland Cemetery,Colby,-100.899176,39.546617
Zion Lydia Lutheran Cemetery,Leoti,-101.3173894,38.27763539
Shermanville Cemetery,Goodland,-101.578224,39.511109
Jaqua Cemetery,Kanorado,-102.030015,39.637628
Zion Evangelical Lutheran Cemetery,Saint Francis,-101.98296,39.71166
Pearl Cemetery,Leoti,-101.5478051,38.52463784
Immanuel Cemetery,Ludell,-100.962784,39.861073
Wheeler Cemetery,Saint Francis,-101.711292,39.747917
Lydia Lutheran Cemetery,Leoti,-101.276875,38.292982
Shields Cemetery,Dighton,-100.442525,38.626562
Zion Evangelical Cemetery,Saint Francis,-101.861272,39.844535
Coronado Cemetery,Leoti,-101.294521,38.503188
Blakeman Cemetery,Atwood,-101.129678,39.814214
Whistler Cemetery,Goodland,-101.745834,39.278288
Harmony Cemetery,Goodland,-101.6939459,39.42463964
Healy Cemetery,Healy,-100.6231455,38.61271723
Genesee Cemetery,Genesee,-98.16873799,38.507019
Star Cemetery,Burrton,-97.68328791,37.92655855
Union Center Cemetery,Girard,-94.77784399,37.52923
Zion Cemetery,Pittsburg,-94.68576599,37.392465
Pleasant Hill Cemetery,Bluff City,-97.87005699,37.067343
Harley Cemetery,McCune,-95.05514299,37.325816
Valley Township Cemetery,Burrton,-97.74739599,37.94967
Liscum Cemetery,Genesee,-98.10875899,38.514721
Mennonite Cemetery,Haven,-97.83901263,37.94137094
Baxter Springs Cemetery,Baxter Springs,-94.76994999,37.032009
Bronson Cemetery,Bronson,-95.07922511,37.90099729
Cave Cemetery,Fowler,-100.2525479,37.54716929
Langdon Maple Hill Cemetery,Turin,-98.30784699,37.853349
Messer Cemetery,Galena,-94.64509499,37.147995
Frontenac Cemetery,Frontenac,-94.67649399,37.454451
Lone Elm Cemetery,Columbus,-94.80534862,37.22127083
Saint Mary's Cemetery,Chase,-98.351178,38.349178
