state,county,population
 Indiana,Switzerland County,"9,737"
 Indiana,Tippecanoe County,"186,251"
 Indiana,Tipton County,"15,359"
 Indiana,Union County,"7,087"
 Indiana,Vanderburgh County,"180,136"
 Indiana,Vermillion County,"15,439"
 Indiana,Vigo County,"106,153"
 Indiana,Wabash County,"30,976"
 Indiana,Warren County,"8,440"
 Indiana,Warrick County,"63,898"
 Indiana,Washington County,"28,182"
 Indiana,Wayne County,"66,553"
 Indiana,Wells County,"28,180"
 Indiana,White County,"24,688"
 Indiana,Whitley County,"34,191"
 Iowa,Adair County,"7,496"
 Iowa,Adams County,"3,704"
 Iowa,Allamakee County,"14,061"
 Iowa,Appanoose County,"12,317"
 Iowa,Audubon County,"5,674"
 Iowa,Benton County,"25,575"
 Iowa,Black Hawk County,"131,144"
 Iowa,Boone County,"26,715"
 Iowa,Bremer County,"24,988"
 Iowa,Buchanan County,"20,565"
 Iowa,Buena Vista County,"20,823"
 Iowa,Butler County,"14,334"
 Iowa,Calhoun County,"9,927"
 Iowa,Carroll County,"20,760"
 Iowa,Cass County,"13,127"
 Iowa,Cedar County,"18,505"
 Iowa,Cerro Gordo County,"43,127"
 Iowa,Cherokee County,"11,658"
 Iowa,Chickasaw County,"12,012"
 Iowa,Clarke County,"9,748"
 Iowa,Clay County,"16,384"
 Iowa,Clayton County,"17,043"
 Iowa,Clinton County,"46,460"
 Iowa,Crawford County,"16,525"
 Iowa,Dallas County,"99,678"
 Iowa,Davis County,"9,110"
 Iowa,Decatur County,"7,645"
 Iowa,Delaware County,"17,488"
 Iowa,Des Moines County,"38,910"
 Iowa,Dickinson County,"17,703"
 Iowa,Dubuque County,"99,266"
 Iowa,Emmet County,"9,388"
 Iowa,Fayette County,"19,509"
 Iowa,Floyd County,"15,627"
 Iowa,Franklin County,"10,019"
 Iowa,Fremont County,"6,605"
 Iowa,Greene County,"8,771"
 Iowa,Grundy County,"12,329"
 Iowa,Guthrie County,"10,623"
 Iowa,Hamilton County,"15,039"
 Iowa,Hancock County,"10,795"
 Iowa,Hardin County,"16,878"
 Iowa,Harrison County,"14,582"
 Iowa,Henry County,"20,482"
 Iowa,Howard County,"9,469"
 Iowa,Humboldt County,"9,597"
 Iowa,Ida County,"7,005"
 Iowa,Iowa County,"16,662"
 Iowa,Jackson County,"19,485"
 Iowa,Jasper County,"37,813"
 Iowa,Jefferson County,"15,663"
 Iowa,Johnson County,"152,854"
 Iowa,Jones County,"20,646"
 Iowa,Keokuk County,"10,033"
 Iowa,Kossuth County,"14,828"
 Iowa,Lee County,"33,555"
 Iowa,Linn County,"230,299"
 Iowa,Louisa County,"10,837"
 Iowa,Lucas County,"8,634"
 Iowa,Lyon County,"11,934"
 Iowa,Madison County,"16,548"
 Iowa,Mahaska County,"22,190"
 Iowa,Marion County,"33,414"
 Iowa,Marshall County,"40,105"
 Iowa,Mills County,"14,484"
 Iowa,Mitchell County,"10,565"
 Iowa,Monona County,"8,751"
 Iowa,Monroe County,"7,577"
 Iowa,Montgomery County,"10,330"
 Iowa,Muscatine County,"43,235"
 Iowa,O'Brien County,"14,182"
 Iowa,Osceola County,"6,192"
 Iowa,Page County,"15,211"
 Iowa,Palo Alto County,"8,996"
 Iowa,Plymouth County,"25,698"
 Iowa,Pocahontas County,"7,078"
 Iowa,Polk County,"492,401"
 Iowa,Pottawattamie County,"93,667"
 Iowa,Poweshiek County,"18,662"
 Iowa,Ringgold County,"4,663"
 Iowa,Sac County,"9,814"
 Iowa,Scott County,"174,669"
 Iowa,Shelby County,"11,746"
 Iowa,Sioux County,"35,872"
 Iowa,Story County,"98,537"
 Iowa,Tama County,"17,135"
 Iowa,Taylor County,"5,896"
 Iowa,Union County,"12,138"
 Iowa,Van Buren County,"7,203"
 Iowa,Wapello County,"35,437"
 Iowa,Warren County,"52,403"
 Iowa,Washington County,"22,565"
 Iowa,Wayne County,"6,497"
 Iowa,Webster County,"36,999"
 Iowa,Winnebago County,"10,679"
 Iowa,Winneshiek County,"20,070"
 Iowa,Woodbury County,"105,941"
 Iowa,Worth County,"7,443"
 Iowa,Wright County,"12,943"
 Kansas,Allen County,"12,526"
 Kansas,Anderson County,"7,836"
 Kansas,Atchison County,"16,348"
 Kansas,Barber County,"4,228"
 Kansas,Barton County,"25,493"
 Kansas,Bourbon County,"14,360"
 Kansas,Brown County,"9,508"
 Kansas,Butler County,"67,380"
 Kansas,Chase County,"2,572"
 Kansas,Chautauqua County,"3,379"
 Kansas,Cherokee County,"19,362"
 Kansas,Cheyenne County,"2,616"
 Kansas,Clark County,"1,991"
 Kansas,Clay County,"8,117"
 Kansas,Cloud County,"9,032"
 Kansas,Coffey County,"8,360"
 Kansas,Comanche County,"1,689"
 Kansas,Cowley County,"34,549"
 Kansas,Crawford County,"38,972"
 Kansas,Decatur County,"2,764"
 Kansas,Dickinson County,"18,402"
 Kansas,Doniphan County,"7,510"
 Kansas,Douglas County,"118,785"
 Kansas,Edwards County,"2,907"
 Kansas,Elk County,"2,483"
 Kansas,Ellis County,"28,934"
 Kansas,Ellsworth County,"6,376"
 Kansas,Finney County,"38,470"
 Kansas,Ford County,"34,287"
 Kansas,Franklin County,"25,996"
 Kansas,Geary County,"36,739"
 Kansas,Gove County,"2,718"
 Kansas,Graham County,"2,415"
 Kansas,Grant County,"7,352"
 Kansas,Gray County,"5,653"
 Kansas,Greeley County,"1,284"
 Kansas,Greenwood County,"6,016"
 Kansas,Hamilton County,"2,518"
 Kansas,Harper County,"5,485"
 Kansas,Harvey County,"34,024"
 Kansas,Haskell County,"3,780"
 Kansas,Hodgeman County,"1,723"
 Kansas,Jackson County,"13,232"
 Kansas,Jefferson County,"18,368"
 Kansas,Jewell County,"2,932"
 Kansas,Johnson County,"609,863"
 Kansas,Kearny County,"3,983"
 Kansas,Kingman County,"7,470"
 Kansas,Kiowa County,"2,460"
 Kansas,Labette County,"20,184"
 Kansas,Lane County,"1,574"
 Kansas,Leavenworth County,"81,881"
 Kansas,Lincoln County,"2,939"
 Kansas,Linn County,"9,591"
 Kansas,Logan County,"2,762"
 Kansas,Lyon County,"32,179"
 Kansas,McPherson County,"30,223"
 Kansas,Marion County,"11,823"
 Kansas,Marshall County,"10,038"
 Kansas,Meade County,"4,055"
 Kansas,Miami County,"34,191"
 Kansas,Mitchell County,"5,796"
 Kansas,Montgomery County,"31,486"
 Kansas,Morris County,"5,386"
 Kansas,Morton County,"2,701"
 Kansas,Nemaha County,"10,273"
 Kansas,Neosho County,"15,904"
 Kansas,Ness County,"2,687"
 Kansas,Norton County,"5,459"
 Kansas,Osage County,"15,766"
 Kansas,Osborne County,"3,500"
 Kansas,Ottawa County,"5,735"
 Kansas,Pawnee County,"6,253"
 Kansas,Phillips County,"4,981"
 Kansas,Pottawatomie County,"25,348"
 Kansas,Pratt County,"9,157"
 Kansas,Rawlins County,"2,561"
 Kansas,Reno County,"61,898"
 Kansas,Republic County,"4,674"
 Kansas,Rice County,"9,427"
 Kansas,Riley County,"71,959"
 Kansas,Rooks County,"4,919"
 Kansas,Rush County,"2,956"
 Kansas,Russell County,"6,691"
 Kansas,Saline County,"54,303"
 Kansas,Scott County,"5,151"
 Kansas,Sedgwick County,"523,824"
 Kansas,Seward County,"21,964"
 Kansas,Shawnee County,"178,909"
 Kansas,Sheridan County,"2,447"
 Kansas,Sherman County,"5,927"
 Kansas,Smith County,"3,570"
 Kansas,Stafford County,"4,072"
 Kansas,Stanton County,"2,084"
 Kansas,Stevens County,"5,250"
 Kansas,Sumner County,"22,382"
 Kansas,Thomas County,"7,930"
 Kansas,Trego County,"2,808"
 Kansas,Wabaunsee County,"6,877"
 Kansas,Wallace County,"1,512"
 Kansas,Washington County,"5,530"
 Kansas,Wichita County,"2,152"
 Kansas,Wilson County,"8,624"
 Kansas,Woodson County,"3,115"
 Kansas,Wyandotte County,"169,245"
 Kentucky,Adair County,"18,903"
 Kentucky,Allen County,"20,588"
 Kentucky,Anderson County,"23,852"
 Kentucky,Ballard County,"7,728"
 Kentucky,Barren County,"44,485"
 Kentucky,Bath County,"12,750"
 Kentucky,Bell County,"24,097"
 Kentucky,Boone County,"135,968"
 Kentucky,Bourbon County,"20,252"
 Kentucky,Boyd County,"48,261"
 Kentucky,Boyle County,"30,614"
 Kentucky,Bracken County,"8,400"
 Kentucky,Breathitt County,"13,718"
 Kentucky,Breckinridge County,"20,432"
 Kentucky,Bullitt County,"82,217"
 Kentucky,Butler County,"12,371"
 Kentucky,Caldwell County,"12,649"
 Kentucky,Calloway County,"37,103"
 Kentucky,Campbell County,"93,076"
 Kentucky,Carlisle County,"4,826"
 Kentucky,Carroll County,"10,810"
 Kentucky,Carter County,"26,627"
 Kentucky,Casey County,"15,941"
 Kentucky,Christian County,"72,748"
 Kentucky,Clark County,"36,972"
 Kentucky,Clay County,"20,345"
 Kentucky,Clinton County,"9,253"
 Kentucky,Crittenden County,"8,990"
 Kentucky,Cumberland County,"5,888"
 Kentucky,Daviess County,"103,312"
 Kentucky,Edmonson County,"12,126"
 Kentucky,Elliott County,"7,354"
 Kentucky,Estill County,"14,163"
 Kentucky,Fayette County,"322,570"
 Kentucky,Fleming County,"15,082"
 Kentucky,Floyd County,"35,942"
 Kentucky,Franklin County,"51,541"
 Kentucky,Fulton County,"6,515"
 Kentucky,Gallatin County,"8,690"
 Kentucky,Garrard County,"16,953"
 Kentucky,Grant County,"24,941"
 Kentucky,Graves County,"36,649"
 Kentucky,Grayson County,"26,420"
 Kentucky,Green County,"11,107"
 Kentucky,Greenup County,"35,962"
 Kentucky,Hancock County,"9,095"
 Kentucky,Hardin County,"110,702"
 Kentucky,Harlan County,"26,831"
 Kentucky,Harrison County,"18,692"
 Kentucky,Hart County,"19,288"
 Kentucky,Henderson County,"44,793"
 Kentucky,Henry County,"15,678"
 Kentucky,Hickman County,"4,521"
 Kentucky,Hopkins County,"45,423"
 Kentucky,Jackson County,"12,955"
 Kentucky,Jefferson County,"782,969"
 Kentucky,Jessamine County,"52,991"
 Kentucky,Johnson County,"22,680"
 Kentucky,Kenton County,"169,064"
 Kentucky,Knott County,"14,251"
 Kentucky,Knox County,"30,193"
 Kentucky,Larue County,"14,867"
 Kentucky,Laurel County,"62,613"
 Kentucky,Lawrence County,"16,293"
 Kentucky,Lee County,"7,395"
 Kentucky,Leslie County,"10,513"
 Kentucky,Letcher County,"21,548"
 Kentucky,Lewis County,"13,080"
 Kentucky,Lincoln County,"24,275"
 Kentucky,Livingston County,"8,888"
 Kentucky,Logan County,"27,432"
 Kentucky,Lyon County,"8,680"
 Kentucky,McCracken County,"67,875"
 Kentucky,McCreary County,"16,888"
 Kentucky,McLean County,"9,152"
 Kentucky,Madison County,"92,701"
 Kentucky,Magoffin County,"11,637"
 Kentucky,Marion County,"19,581"
 Kentucky,Marshall County,"31,659"
 Kentucky,Martin County,"11,287"
 Kentucky,Mason County,"17,120"
 Kentucky,Meade County,"30,003"
 Kentucky,Menifee County,"6,113"
 Kentucky,Mercer County,"22,641"
 Kentucky,Metcalfe County,"10,286"
 Kentucky,Monroe County,"11,338"
 Kentucky,Montgomery County,"28,114"
 Kentucky,Morgan County,"13,726"
 Kentucky,Muhlenberg County,"30,928"
 Kentucky,Nelson County,"46,738"
 Kentucky,Nicholas County,"7,537"
 Kentucky,Ohio County,"23,772"
 Kentucky,Oldham County,"67,607"
 Kentucky,Owen County,"11,278"
 Kentucky,Owsley County,"4,051"
 Kentucky,Pendleton County,"14,644"
 Kentucky,Perry County,"28,473"
 Kentucky,Pike County,"58,669"
 Kentucky,Powell County,"13,129"
 Kentucky,Pulaski County,"65,034"
 Kentucky,Robertson County,"2,193"
 Kentucky,Rockcastle County,"16,037"
 Kentucky,Rowan County,"24,662"
 Kentucky,Russell County,"17,991"
 Kentucky,Scott County,"57,155"
 Kentucky,Shelby County,"48,065"
 Kentucky,Simpson County,"19,594"
 Kentucky,Spencer County,"19,490"
 Kentucky,Taylor County,"26,023"
 Kentucky,Todd County,"12,243"
 Kentucky,Trigg County,"14,061"
 Kentucky,Trimble County,"8,474"
 Kentucky,Union County,"13,668"
 Kentucky,Warren County,"134,554"
 Kentucky,Washington County,"12,027"
 Kentucky,Wayne County,"19,555"
 Kentucky,Webster County,"13,017"
 Kentucky,Whitley County,"36,712"
 Kentucky,Wolfe County,"6,562"
 Kentucky,Woodford County,"26,871"
 Louisiana,Acadia Parish,"57,576"
 Louisiana,Allen Parish,"22,750"
 Louisiana,Ascension Parish,"126,500"
 Louisiana,Assumption Parish,"21,039"
 Louisiana,Avoyelles Parish,"39,693"
 Louisiana,Beauregard Parish,"36,549"
 Louisiana,Bienville Parish,"12,981"
 Louisiana,Bossier Parish,"128,746"
 Louisiana,Caddo Parish,"237,848"
 Louisiana,Calcasieu Parish,"216,785"
 Louisiana,Caldwell Parish,"9,645"
 Louisiana,Cameron Parish,"5,617"
 Louisiana,Catahoula Parish,"8,906"
 Louisiana,Claiborne Parish,"14,170"
 Louisiana,Concordia Parish,"18,687"
 Louisiana,De Soto Parish,"26,812"
 Louisiana,East Baton Rouge Parish,"456,781"
 Louisiana,East Carroll Parish,"7,459"
 Louisiana,East Feliciana Parish,"19,539"
 Louisiana,Evangeline Parish,"32,350"
 Louisiana,Franklin Parish,"19,774"
 Louisiana,Grant Parish,"22,169"
 Louisiana,Iberia Parish,"69,929"
 Louisiana,Iberville Parish,"30,241"
 Louisiana,Jackson Parish,"15,031"
 Louisiana,Jefferson Parish,"440,781"
 Louisiana,Jefferson Davis Parish,"32,250"
 Louisiana,Lafayette Parish,"241,753"
 Louisiana,Lafourche Parish,"97,557"
 Louisiana,LaSalle Parish,"14,791"
 Louisiana,Lincoln Parish,"48,396"
 Louisiana,Livingston Parish,"142,282"
 Louisiana,Madison Parish,"10,017"
 Louisiana,Morehouse Parish,"25,629"
 Louisiana,Natchitoches Parish,"37,515"
 Louisiana,Orleans Parish,"383,997"
 Louisiana,Ouachita Parish,"160,368"
 Louisiana,Plaquemines Parish,"23,515"
 Louisiana,Pointe Coupee Parish,"20,758"
 Louisiana,Rapides Parish,"130,023"
 Louisiana,Red River Parish,"7,620"
 Louisiana,Richland Parish,"20,043"
 Louisiana,Sabine Parish,"22,155"
 Louisiana,St. Bernard Parish,"43,764"
 Louisiana,St. Charles Parish,"52,549"
 Louisiana,St. Helena Parish,"10,920"
 Louisiana,St. James Parish,"20,192"
 Louisiana,St. John the Baptist Parish,"42,477"
 Louisiana,St. Landry Parish,"82,540"
 Louisiana,St. Martin Parish,"51,767"
 Louisiana,St. Mary Parish,"49,406"
 Louisiana,St. Tammany Parish,"264,570"
 Louisiana,Tangipahoa Parish,"133,157"
 Louisiana,Tensas Parish,"4,147"
 Louisiana,Terrebonne Parish,"109,580"
 Louisiana,Union Parish,"21,107"
 Louisiana,Vermilion Parish,"57,359"
 Louisiana,Vernon Parish,"48,750"
 Louisiana,Washington Parish,"45,463"
 Louisiana,Webster Parish,"36,967"
 Louisiana,West Baton Rouge Parish,"27,199"
 Louisiana,West Carroll Parish,"9,751"
 Louisiana,West Feliciana Parish,"15,310"
 Louisiana,Winn Parish,"13,755"
 Maine,Androscoggin County,"111,139"
 Maine,Aroostook County,"67,105"
 Maine,Cumberland County,"303,069"
 Maine,Franklin County,"29,456"
 Maine,Hancock County,"55,478"
 Maine,Kennebec County,"123,642"
 Maine,Knox County,"40,607"
 Maine,Lincoln County,"35,237"
 Maine,Oxford County,"57,777"
 Maine,Penobscot County,"152,199"
 Maine,Piscataquis County,"16,800"
 Maine,Sagadahoc County,"36,699"
 Maine,Somerset County,"50,477"
 Maine,Waldo County,"39,607"
 Maine,Washington County,"31,095"
 Maine,York County,"211,972"
 Maryland,Allegany County,"68,106"
 Maryland,Anne Arundel County,"588,261"
 Maryland,Baltimore County,"854,535"
 Maryland,Calvert County,"92,783"
 Maryland,Caroline County,"33,293"
 Maryland,Carroll County,"172,891"
 Maryland,Cecil County,"103,725"
 Maryland,Charles County,"166,617"
 Maryland,Dorchester County,"32,531"
 Maryland,Frederick County,"271,717"
 Maryland,Garrett County,"28,806"
 Maryland,Harford County,"260,924"
 Maryland,Howard County,"332,317"
 Maryland,Kent County,"19,198"
 Maryland,Montgomery County,"1,062,061"
 Maryland,Prince George's County,"967,201"
 Maryland,Queen Anne's County,"49,874"
 Maryland,St. Mary's County,"113,777"
 Maryland,Somerset County,"24,620"
 Maryland,Talbot County,"37,526"
 Maryland,Washington County,"154,705"
 Maryland,Wicomico County,"103,588"
 Maryland,Worcester County,"52,460"
 Maryland,Baltimore city,"585,708"
 Massachusetts,Barnstable County,"228,996"
 Massachusetts,Berkshire County,"129,026"
 Massachusetts,Bristol County,"579,200"
 Massachusetts,Dukes County,"20,600"
 Massachusetts,Essex County,"809,829"
 Massachusetts,Franklin County,"71,029"
 Massachusetts,Hampden County,"465,825"
 Massachusetts,Hampshire County,"162,308"
 Massachusetts,Middlesex County,"1,632,002"
 Massachusetts,Nantucket County,"14,255"
 Massachusetts,Norfolk County,"725,981"
 Massachusetts,Plymouth County,"530,819"
 Massachusetts,Suffolk County,"797,936"
 Massachusetts,Worcester County,"862,111"
 Michigan,Alcona County,"10,167"
 Michigan,Alger County,"8,842"
 Michigan,Allegan County,"120,502"
 Michigan,Alpena County,"28,907"
 Michigan,Antrim County,"23,431"
 Michigan,Arenac County,"15,002"
 Michigan,Baraga County,"8,158"
 Michigan,Barry County,"62,423"
 Michigan,Bay County,"103,856"
 Michigan,Benzie County,"17,970"
 Michigan,Berrien County,"154,316"
 Michigan,Branch County,"44,862"
 Michigan,Calhoun County,"134,310"
 Michigan,Cass County,"51,589"
 Michigan,Charlevoix County,"26,054"
 Michigan,Cheboygan County,"25,579"
 Michigan,Chippewa County,"36,785"
 Michigan,Clare County,"30,856"
 Michigan,Clinton County,"79,128"
 Michigan,Crawford County,"12,988"
 Michigan,Delta County,"36,903"
 Michigan,Dickinson County,"25,947"
 Michigan,Eaton County,"109,175"
 Michigan,Emmet County,"34,112"
 Michigan,Genesee County,"406,211"
 Michigan,Gladwin County,"25,386"
 Michigan,Gogebic County,"14,380"
 Michigan,Grand Traverse County,"95,238"
 Michigan,Gratiot County,"41,761"
 Michigan,Hillsdale County,"45,746"
 Michigan,Houghton County,"37,361"
 Michigan,Huron County,"31,407"
 Michigan,Ingham County,"284,900"
 Michigan,Ionia County,"66,804"
 Michigan,Iosco County,"25,237"
 Michigan,Iron County,"11,631"
 Michigan,Isabella County,"64,394"
 Michigan,Jackson County,"160,366"
 Michigan,Kalamazoo County,"261,670"
 Michigan,Kalkaska County,"17,939"
 Michigan,Kent County,"657,974"
 Michigan,Keweenaw County,"2,046"
 Michigan,Lake County,"12,096"
 Michigan,Lapeer County,"88,619"
 Michigan,Leelanau County,"22,301"
 Michigan,Lenawee County,"99,423"
 Michigan,Livingston County,"193,866"
 Michigan,Luce County,"5,339"
 Michigan,Mackinac County,"10,834"
 Michigan,Macomb County,"881,217"
 Michigan,Manistee County,"25,032"
 Michigan,Marquette County,"66,017"
 Michigan,Mason County,"29,052"
 Michigan,Mecosta County,"39,714"
 Michigan,Menominee County,"23,502"
 Michigan,Midland County,"83,494"
 Michigan,Missaukee County,"15,052"
 Michigan,Monroe County,"154,809"
 Michigan,Montcalm County,"66,614"
 Michigan,Montmorency County,"9,153"
 Michigan,Muskegon County,"175,824"
 Michigan,Newaygo County,"49,978"
 Michigan,Oakland County,"1,274,395"
 Michigan,Oceana County,"26,659"
 Michigan,Ogemaw County,"20,770"
 Michigan,Ontonagon County,"5,816"
 Michigan,Osceola County,"22,891"
 Michigan,Oscoda County,"8,219"
 Michigan,Otsego County,"25,091"
 Michigan,Ottawa County,"296,200"
 Michigan,Presque Isle County,"12,982"
 Michigan,Roscommon County,"23,459"
 Michigan,Saginaw County,"190,124"
 Michigan,St. Clair County,"160,383"
 Michigan,St. Joseph County,"60,939"
 Michigan,Sanilac County,"40,611"
 Michigan,Schoolcraft County,"8,047"
 Michigan,Shiawassee County,"68,094"
 Michigan,Tuscola County,"53,323"
 Michigan,Van Buren County,"75,587"
 Michigan,Washtenaw County,"372,258"
 Michigan,Wayne County,"1,793,561"
 Michigan,Wexford County,"33,673"
 Minnesota,Aitkin County,"15,697"
 Minnesota,Anoka County,"363,887"
 Minnesota,Becker County,"35,183"
 Minnesota,Beltrami County,"46,228"
 Minnesota,Benton County,"41,379"
 Minnesota,Big Stone County,"5,166"
 Minnesota,Blue Earth County,"69,112"
 Minnesota,Brown County,"25,912"
 Minnesota,Carlton County,"36,207"
 Minnesota,Carver County,"106,922"
 Minnesota,Cass County,"30,066"
 Minnesota,Chippewa County,"12,598"
 Minnesota,Chisago County,"56,621"
 Minnesota,Clay County,"65,318"
 Minnesota,Clearwater County,"8,524"
 Minnesota,Cook County,"5,600"
 Minnesota,Cottonwood County,"11,517"
 Minnesota,Crow Wing County,"66,123"
 Minnesota,Dakota County,"439,882"
 Minnesota,Dodge County,"20,867"
 Minnesota,Douglas County,"39,006"
 Minnesota,Faribault County,"13,921"
 Minnesota,Fillmore County,"21,228"
 Minnesota,Freeborn County,"30,895"
 Minnesota,Goodhue County,"47,582"
 Minnesota,Grant County,"6,074"
 Minnesota,Hennepin County,"1,281,565"
 Minnesota,Houston County,"18,843"
 Minnesota,Hubbard County,"21,344"
 Minnesota,Isanti County,"41,135"
 Minnesota,Itasca County,"45,014"
 Minnesota,Jackson County,"9,989"
 Minnesota,Kanabec County,"16,032"
 Minnesota,Kandiyohi County,"43,732"
 Minnesota,Kittson County,"4,207"
 Minnesota,Koochiching County,"12,062"
 Minnesota,Lac qui Parle County,"6,719"
 Minnesota,Lake County,"10,905"
 Minnesota,Lake of the Woods County,"3,763"
 Minnesota,Le Sueur County,"28,674"
 Minnesota,Lincoln County,"5,640"
 Minnesota,Lyon County,"25,269"
 Minnesota,McLeod County,"36,771"
 Minnesota,Mahnomen County,"5,411"
 Minnesota,Marshall County,"9,040"
 Minnesota,Martin County,"20,025"
 Minnesota,Meeker County,"23,400"
 Minnesota,Mille Lacs County,"26,459"
 Minnesota,Morrison County,"34,010"
 Minnesota,Mower County,"40,029"
 Minnesota,Murray County,"8,179"
 Minnesota,Nicollet County,"34,454"
 Minnesota,Nobles County,"22,290"
 Minnesota,Norman County,"6,441"
 Minnesota,Olmsted County,"162,847"
 Minnesota,Otter Tail County,"60,081"
 Minnesota,Pennington County,"13,992"
 Minnesota,Pine County,"28,876"
 Minnesota,Pipestone County,"9,424"
 Minnesota,Polk County,"31,192"
 Minnesota,Pope County,"11,308"
 Minnesota,Ramsey County,"552,352"
 Minnesota,Red Lake County,"3,935"
 Minnesota,Redwood County,"15,425"
 Minnesota,Renville County,"14,723"
 Minnesota,Rice County,"67,097"
 Minnesota,Rock County,"9,704"
 Minnesota,Roseau County,"15,331"
 Minnesota,St. Louis County,"200,231"
 Minnesota,Scott County,"150,928"
 Minnesota,Sherburne County,"97,183"
 Minnesota,Sibley County,"14,836"
 Minnesota,Stearns County,"158,292"
 Minnesota,Steele County,"37,406"
 Minnesota,Stevens County,"9,671"
 Minnesota,Swift County,"9,838"
 Minnesota,Todd County,"25,262"
 Minnesota,Traverse County,"3,360"
 Minnesota,Wabasha County,"21,387"
 Minnesota,Wadena County,"14,065"
 Minnesota,Waseca County,"18,968"
 Minnesota,Washington County,"267,568"
 Minnesota,Watonwan County,"11,253"
 Minnesota,Wilkin County,"6,506"
 Minnesota,Winona County,"49,671"
 Minnesota,Wright County,"141,337"
 Minnesota,Yellow Medicine County,"9,528"
 Mississippi,Adams County,"29,538"
 Mississippi,Alcorn County,"34,740"
 Mississippi,Amite County,"12,720"
 Mississippi,Attala County,"17,889"
 Mississippi,Benton County,"7,646"
 Mississippi,Bolivar County,"30,985"
 Mississippi,Calhoun County,"13,266"
 Mississippi,Carroll County,"9,998"
 Mississippi,Chickasaw County,"17,106"
 Mississippi,Choctaw County,"8,246"
 Mississippi,Claiborne County,"9,135"
 Mississippi,Clarke County,"15,615"
 Mississippi,Clay County,"18,636"
 Mississippi,Coahoma County,"21,390"
 Mississippi,Copiah County,"28,368"
 Mississippi,Covington County,"18,340"
 Mississippi,DeSoto County,"185,314"
 Mississippi,Forrest County,"78,158"
 Mississippi,Franklin County,"7,675"
 Mississippi,George County,"24,350"
 Mississippi,Greene County,"13,530"
 Mississippi,Grenada County,"21,629"
 Mississippi,Hancock County,"46,053"
 Mississippi,Harrison County,"208,621"
 Mississippi,Hinds County,"227,742"
 Mississippi,Holmes County,"17,000"
 Mississippi,Humphreys County,"7,785"
 Mississippi,Issaquena County,"1,338"
 Mississippi,Itawamba County,"23,863"
 Mississippi,Jackson County,"143,252"
 Mississippi,Jasper County,"16,367"
 Mississippi,Jefferson County,"7,260"
 Mississippi,Jefferson Davis County,"11,321"
 Mississippi,Jones County,"67,246"
 Mississippi,Kemper County,"8,988"
 Mississippi,Lafayette County,"55,813"
 Mississippi,Lamar County,"64,222"
 Mississippi,Lauderdale County,"72,984"
 Mississippi,Lawrence County,"12,016"
 Mississippi,Leake County,"21,275"
 Mississippi,Lee County,"83,343"
 Mississippi,Leflore County,"28,339"
 Mississippi,Lincoln County,"34,907"
 Mississippi,Lowndes County,"58,879"
 Mississippi,Madison County,"109,145"
 Mississippi,Marion County,"24,441"
 Mississippi,Marshall County,"33,752"
 Mississippi,Monroe County,"34,180"
 Mississippi,Montgomery County,"9,822"
 Mississippi,Neshoba County,"29,087"
 Mississippi,Newton County,"21,291"
 Mississippi,Noxubee County,"10,285"
 Mississippi,Oktibbeha County,"51,788"
 Mississippi,Panola County,"33,208"
 Mississippi,Pearl River County,"56,145"
 Mississippi,Perry County,"11,511"
 Mississippi,Pike County,"40,324"
 Mississippi,Pontotoc County,"31,184"
 Mississippi,Prentiss County,"25,008"
 Mississippi,Quitman County,"6,176"
 Mississippi,Rankin County,"157,031"
 Mississippi,Scott County,"27,990"
 Mississippi,Sharkey County,"3,800"
 Mississippi,Simpson County,"25,949"
 Mississippi,Smith County,"14,209"
 Mississippi,Stone County,"18,333"
 Mississippi,Sunflower County,"25,971"
 Mississippi,Tallahatchie County,"12,715"
 Mississippi,Tate County,"28,064"
 Mississippi,Tippah County,"21,815"
 Mississippi,Tishomingo County,"18,850"
 Mississippi,Tunica County,"9,782"
 Mississippi,Union County,"27,777"
 Mississippi,Walthall County,"13,884"
 Mississippi,Warren County,"44,722"
 Mississippi,Washington County,"44,922"
 Mississippi,Wayne County,"19,779"
 Mississippi,Webster County,"9,926"
 Mississippi,Wilkinson County,"8,587"
 Mississippi,Winston County,"17,714"
 Mississippi,Yalobusha County,"12,481"
 Mississippi,Yazoo County,"26,743"
 Missouri,Adair County,"25,314"
 Missouri,Andrew County,"18,135"
 Missouri,Atchison County,"5,305"
 Missouri,Audrain County,"24,962"
 Missouri,Barry County,"34,534"
 Missouri,Barton County,"11,637"
 Missouri,Bates County,"16,042"
 Missouri,Benton County,"19,394"
 Missouri,Bollinger County,"10,567"
 Missouri,Boone County,"183,610"
 Missouri,Buchanan County,"84,793"
 Missouri,Butler County,"42,130"
 Missouri,Caldwell County,"8,815"
 Missouri,Callaway County,"44,283"
 Missouri,Camden County,"42,745"
 Missouri,Cape Girardeau County,"81,710"
 Missouri,Carroll County,"8,495"
 Missouri,Carter County,"5,202"
 Missouri,Cass County,"107,824"
 Missouri,Cedar County,"14,188"
 Missouri,Chariton County,"7,408"
 Missouri,Christian County,"88,842"
 Missouri,Clark County,"6,634"
 Missouri,Clay County,"253,335"
 Missouri,Clinton County,"21,184"
 Missouri,Cole County,"77,279"
 Missouri,Cooper County,"17,103"
 Missouri,Crawford County,"23,056"
 Missouri,Dade County,"7,569"
 Missouri,Dallas County,"17,071"
 Missouri,Daviess County,"8,430"
 Missouri,DeKalb County,"11,029"
